Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Cell Type Signatures,7,M39266,HU FETAL RETINA MICROGLIA,,-42,11,23,30337,382,400,57,14,1.7,240|241|719|929|951|963|1230|1441|2124|2207|2212|2353|2354|2357|3055|3162|3576|3684|3687|3689|3936|3937|4046|4332|4542|4689|4973|5329|5341|5552|5788|5791|5997|6503|6515|6688|6696|7099|7133|7454|7462|7538|7940|9308|9535|11314|27128|53829|54518|57580|64092|64333|64581|81793|117289|140885|170954,ALOX5|ALOX5AP|C3AR1|CD14|CD37|CD53|CCR1|CSF3R|EVI2B|FCER1G|FCGR2A|FOS|FOSB|FPR1|HCK|HMOX1|CXCL8|ITGAM|ITGAX|ITGB2|LCP1|LCP2|LSP1|MNDA|MYO1F|NCF4|OLR1|PLAUR|PLEK|SRGN|PTPRC|PTPRE|RGS2|SLA|SLC2A3|SPI1|SPP1|TLR4|TNFRSF1B|WAS|LAT2|ZFP36|LST1|CD83|GMFG|CD300A|CYTH4|P2RY13|APBB1IP|PREX1|SAMSN1|ARHGAP9|CLEC7A|TLR10|TAGAP|SIRPA|PPP1R18,-39,DEGs
Cell Type Signatures,7,M39126,AIZARANI LIVER C25 KUPFFER CELLS 4,,-41,19,27,30337,174,400,43,11,1.5,728|1839|2069|2124|2207|2212|2219|2268|2357|3055|3310|3553|3557|3576|3687|3689|4332|5329|5341|5552|5791|5997|6402|6556|7056|7133|7850|7852|7940|8870|9308|9473|9839|10135|10288|11025|23135|26253|30817|64092|64581|114548|221692,C5AR1|HBEGF|EREG|EVI2B|FCER1G|FCGR2A|FCN1|FGR|FPR1|HCK|HSPA6|IL1B|IL1RN|CXCL8|ITGAX|ITGB2|MNDA|PLAUR|PLEK|SRGN|PTPRE|RGS2|SELL|SLC11A1|THBD|TNFRSF1B|IL1R2|CXCR4|LST1|IER3|CD83|THEMIS2|ZEB2|NAMPT|LILRB2|LILRB3|KDM6B|CLEC4E|ADGRE2|SAMSN1|CLEC7A|NLRP3|PHACTR1,-38,DEGs
Cell Type Signatures,7,M39077,ZHONG PFC MAJOR TYPES MICROGLIA,,-41,10,22,30337,438,400,59,15,1.8,240|241|719|728|929|951|963|1230|1441|1959|1960|2207|2212|2353|2354|2357|3055|3684|3687|3689|3936|4332|4354|4542|4689|4973|5265|5341|5552|5788|5791|5866|5997|6696|7099|7133|7454|7462|7538|7940|8870|9308|9535|10437|10581|11314|27128|53346|53829|54518|55824|64092|64333|80183|81793|117289|140885|170954|100132417,ALOX5|ALOX5AP|C3AR1|C5AR1|CD14|CD37|CD53|CCR1|CSF3R|EGR2|EGR3|FCER1G|FCGR2A|FOS|FOSB|FPR1|HCK|ITGAM|ITGAX|ITGB2|LCP1|MNDA|MPP1|MYO1F|NCF4|OLR1|SERPINA1|PLEK|SRGN|PTPRC|PTPRE|RAB3IL1|RGS2|SPP1|TLR4|TNFRSF1B|WAS|LAT2|ZFP36|LST1|IER3|CD83|GMFG|IFI30|IFITM2|CD300A|CYTH4|TM6SF1|P2RY13|APBB1IP|PAG1|SAMSN1|ARHGAP9|RUBCNL|TLR10|TAGAP|SIRPA|PPP1R18|FCGR1CP,-38,DEGs
Cell Type Signatures,7,M40148,DESCARTES FETAL ADRENAL MYELOID CELLS,,-40,18,26,30337,183,400,43,11,1.5,719|728|838|929|1230|2015|2219|2357|3055|3101|3162|3557|3576|3586|3687|4210|4332|5329|6556|6688|6696|8685|8778|8870|10288|10326|11024|11025|11027|27128|30817|53829|58484|64581|79168|114548|126014|126364|150372|284759|353514|100049587|100506115,C3AR1|C5AR1|CASP5|CD14|CCR1|ADGRE1|FCN1|FPR1|HCK|HK3|HMOX1|IL1RN|CXCL8|IL10|ITGAX|MEFV|MNDA|PLAUR|SLC11A1|SPI1|SPP1|MARCO|SIGLEC5|IER3|LILRB2|SIRPB1|LILRA1|LILRB3|LILRA2|CYTH4|ADGRE2|P2RY13|NLRC4|CLEC7A|LILRA6|NLRP3|OSCAR|LRRC25|NFAM1|SIRPB2|LILRA5|SIGLEC14|PELATON,-37,DEGs
Cell Type Signatures,7,M40071,DESCARTES MAIN FETAL MYELOID CELLS,,-37,26,28,30337,97,400,33,8.2,1.4,929|1378|1839|2204|2358|3101|3162|3586|4689|5329|5552|6283|6688|8685|9473|10135|10288|10437|11024|11025|27036|27180|50856|51311|56729|64581|79168|114548|124599|126364|353514|731424|100506115,CD14|CR1|HBEGF|FCAR|FPR2|HK3|HMOX1|IL10|NCF4|PLAUR|SRGN|S100A12|SPI1|MARCO|THEMIS2|NAMPT|LILRB2|IFI30|LILRA1|LILRB3|SIGLEC7|SIGLEC9|CLEC4A|TLR8|RETN|CLEC7A|LILRA6|NLRP3|CD300LB|LRRC25|LILRA5|MIR3945HG|PELATON,-34,DEGs
Cell Type Signatures,7,M41699,TRAVAGLINI LUNG CLASSICAL MONOCYTE CELL,,-36,13,23,30337,270,400,46,12,1.6,728|929|1230|1378|1441|2124|2180|2207|2212|2219|2268|2353|2357|3055|3274|3684|4332|4542|4778|5265|5791|6279|6280|6283|6556|6688|7099|7133|9586|9770|9839|10437|22918|30817|51311|53829|64581|79930|114548|123041|126364|144423|150372|200315|342510|653361,C5AR1|CD14|CCR1|CR1|CSF3R|EVI2B|ACSL1|FCER1G|FCGR2A|FCN1|FGR|FOS|FPR1|HCK|HRH2|ITGAM|MNDA|MYO1F|NFE2|SERPINA1|PTPRE|S100A8|S100A9|S100A12|SLC11A1|SPI1|TLR4|TNFRSF1B|CREB5|RASSF2|ZEB2|IFI30|CD93|ADGRE2|TLR8|P2RY13|CLEC7A|DOK3|NLRP3|SLC24A4|LRRC25|GLT1D1|NFAM1|APOBEC3A|CD300E|NCF1,-33,DEGs
Cell Type Signatures,7,M39022,FAN EMBRYONIC CTX BIG GROUPS MICROGLIA,,-36,10,21,30337,371,400,51,13,1.7,241|719|929|951|963|1230|1441|2124|2207|2212|2353|2354|2357|3055|3162|3684|3687|3689|3936|4332|4542|4689|4973|5265|5341|5552|5788|5791|5866|5997|6696|7099|7133|7462|7538|7940|8870|9308|9535|10437|11314|27128|53829|54518|64092|80183|81793|117289|140885|170954|100132417,ALOX5AP|C3AR1|CD14|CD37|CD53|CCR1|CSF3R|EVI2B|FCER1G|FCGR2A|FOS|FOSB|FPR1|HCK|HMOX1|ITGAM|ITGAX|ITGB2|LCP1|MNDA|MYO1F|NCF4|OLR1|SERPINA1|PLEK|SRGN|PTPRC|PTPRE|RAB3IL1|RGS2|SPP1|TLR4|TNFRSF1B|LAT2|ZFP36|LST1|IER3|CD83|GMFG|IFI30|CD300A|CYTH4|P2RY13|APBB1IP|SAMSN1|RUBCNL|TLR10|TAGAP|SIRPA|PPP1R18|FCGR1CP,-33,DEGs
Cell Type Signatures,7,M40196,DESCARTES FETAL HEART MYELOID CELLS,,-35,20,25,30337,134,400,35,8.8,1.4,719|728|929|1230|1959|2219|2357|3055|3101|3557|3687|4318|4332|6279|6556|6688|6696|7850|8685|10326|11024|11025|11240|23601|50856|51311|53829|58484|64581|123041|126014|126364|150372|284759|100049587,C3AR1|C5AR1|CD14|CCR1|EGR2|FCN1|FPR1|HCK|HK3|IL1RN|ITGAX|MMP9|MNDA|S100A8|SLC11A1|SPI1|SPP1|IL1R2|MARCO|SIRPB1|LILRA1|LILRB3|PADI2|CLEC5A|CLEC4A|TLR8|P2RY13|NLRC4|CLEC7A|SLC24A4|OSCAR|LRRC25|NFAM1|SIRPB2|SIGLEC14,-32,DEGs
COVID,200,COVID240,RNA_Lieberman_Nasopharynx_High_vs_Low_Down,,-33,15,23,30337,188,400,38,9.5,1.5,101|241|951|1378|1441|1960|2124|2204|2212|2353|3142|3385|3576|3577|3579|3687|4046|4311|4318|5008|5743|5788|5997|6280|6515|7852|8972|10135|10235|11240|23135|50486|55824|57580|60675|81793|221692|414152,ADAM8|ALOX5AP|CD37|CR1|CSF3R|EGR3|EVI2B|FCAR|FCGR2A|FOS|HLX|ICAM3|CXCL8|CXCR1|CXCR2|ITGAX|LSP1|MME|MMP9|OSM|PTGS2|PTPRC|RGS2|S100A9|SLC2A3|CXCR4|MGAM|NAMPT|RASGRP2|PADI2|KDM6B|G0S2|PAG1|PREX1|PROK2|TLR10|PHACTR1|C10orf105,-30,DEGs
COVID,200,COVID034,RNA_Liao_BALF-severe-vs-mild_Up,,-32,11,20,30337,300,400,44,11,1.6,133|978|1308|1830|2012|2354|2865|2867|3142|3310|3576|3853|3854|4084|4317|4327|4923|5866|6283|6347|6354|6696|6699|7850|8277|8870|9021|9173|10215|10501|22918|23237|23601|28231|50486|60675|80740|114548|116448|285286|286006|342510|645687|105369343,ADM|CDA|COL17A1|DSG3|EMP1|FOSB|FFAR3|FFAR2|HLX|HSPA6|CXCL8|KRT6A|KRT6B|MXD1|MMP8|MMP19|NTSR1|RAB3IL1|S100A12|CCL2|CCL7|SPP1|SPRR1B|IL1R2|TKTL1|IER3|SOCS3|IL1RL1|OLIG2|SEMA6B|CD93|ARC|CLEC5A|SLCO4A1|G0S2|PROK2|LY6G6C|NLRP3|OLIG1|LINC00877|LSMEM1|CD300E|LINC00520|MIR194-2HG,-29,DEGs
DisGeNET,35,C3495559,Juvenile arthritis,,-31,8.6,19,30337,450,400,51,13,1.7,366|722|929|1118|1839|2353|2354|3162|3310|3383|3552|3553|3557|3576|3579|3586|4210|4311|4317|4318|4973|5008|5329|5788|5806|6279|6280|6283|6347|6364|6515|6556|6573|6615|6696|7099|7130|7133|7852|8291|8794|9051|9308|10135|23569|54210|81793|114548|146225|200315|353514,AQP9|C4BPA|CD14|CHIT1|HBEGF|FOS|FOSB|HMOX1|HSPA6|ICAM1|IL1A|IL1B|IL1RN|CXCL8|CXCR2|IL10|MEFV|MME|MMP8|MMP9|OLR1|OSM|PLAUR|PTPRC|PTX3|S100A8|S100A9|S100A12|CCL2|CCL20|SLC2A3|SLC11A1|SLC19A1|SNAI1|SPP1|TLR4|TNFAIP6|TNFRSF1B|CXCR4|DYSF|TNFRSF10C|PSTPIP1|CD83|NAMPT|PADI4|TREM1|TLR10|NLRP3|CMTM2|APOBEC3A|LILRA5,-28,DEGs
DisGeNET,35,C0011615,"Dermatitis, Atopic",,-31,6.4,17,30337,750,400,63,16,1.8,133|597|820|929|944|1959|2207|2353|2354|3162|3290|3383|3552|3553|3557|3576|3579|3586|3598|3684|3718|3861|3868|4050|4311|4318|4923|5008|5142|5265|5328|5329|5473|5650|5653|5743|6279|6280|6347|6354|6364|6556|6698|6707|7099|7133|7852|8685|8740|8809|8875|9021|9173|10581|25797|25818|27036|54210|56729|64581|79168|114548|284415,ADM|BCL2A1|CAMP|CD14|TNFSF8|EGR2|FCER1G|FOS|FOSB|HMOX1|HSD11B1|ICAM1|IL1A|IL1B|IL1RN|CXCL8|CXCR2|IL10|IL13RA2|ITGAM|JAK3|KRT14|KRT16|LTB|MME|MMP9|NTSR1|OSM|PDE4B|SERPINA1|PLAU|PLAUR|PPBP|KLK7|KLK6|PTGS2|S100A8|S100A9|CCL2|CCL7|CCL20|SLC11A1|SPRR1A|SPRR3|TLR4|TNFRSF1B|CXCR4|MARCO|TNFSF14|IL18R1|VNN2|SOCS3|IL1RL1|IFITM2|QPCT|KLK5|SIGLEC7|TREM1|RETN|CLEC7A|LILRA6|NLRP3|VSTM1,-28,DEGs
DisGeNET,35,C3714514,Infection,,-31,8,18,30337,491,400,52,13,1.7,133|240|597|820|929|943|1118|1230|2204|2212|2316|2353|3055|3162|3383|3553|3557|3576|3586|3678|3689|4318|5008|5265|5328|5329|5743|5788|5806|6347|6364|6374|6402|6556|6688|6696|6753|7099|7133|7850|7852|8809|8870|9021|9173|9308|10135|27036|56729|57817|114548|150372,ADM|ALOX5|BCL2A1|CAMP|CD14|TNFRSF8|CHIT1|CCR1|FCAR|FCGR2A|FLNA|FOS|HCK|HMOX1|ICAM1|IL1B|IL1RN|CXCL8|IL10|ITGA5|ITGB2|MMP9|OSM|SERPINA1|PLAU|PLAUR|PTGS2|PTPRC|PTX3|CCL2|CCL20|CXCL5|SELL|SLC11A1|SPI1|SPP1|SSTR3|TLR4|TNFRSF1B|IL1R2|CXCR4|IL18R1|IER3|SOCS3|IL1RL1|CD83|NAMPT|SIGLEC7|RETN|HAMP|NLRP3|NFAM1,-28,DEGs
Cell Type Signatures,7,M40285,DESCARTES FETAL PLACENTA MYELOID CELLS,,-30,17,23,30337,146,400,33,8.2,1.4,597|719|728|929|1118|1959|2069|3055|3101|3383|4318|4332|6279|6347|6556|6696|7940|8685|9308|9473|10288|11240|27180|30817|64581|79168|80183|114548|126014|126364|150372|284759|353345,BCL2A1|C3AR1|C5AR1|CD14|CHIT1|EGR2|EREG|HCK|HK3|ICAM1|MMP9|MNDA|S100A8|CCL2|SLC11A1|SPP1|LST1|MARCO|CD83|THEMIS2|LILRB2|PADI2|SIGLEC9|ADGRE2|CLEC7A|LILRA6|RUBCNL|NLRP3|OSCAR|LRRC25|NFAM1|SIRPB2|GPR141,-27,DEGs
DisGeNET,35,C0031099,Periodontitis,,-30,6.6,17,30337,679,400,59,15,1.8,133|820|929|969|1230|1441|1901|2015|2212|2215|2353|2354|2357|3162|3383|3552|3553|3557|3576|3579|3586|3684|3689|3860|4210|4311|4317|4318|5008|5023|5328|5341|5743|5806|5880|6279|6280|6347|6374|6402|7099|7439|7850|7852|8778|8809|9021|9437|10135|10763|11240|23569|25797|51311|54210|58484|114548|171389|353345,ADM|CAMP|CD14|CD69|CCR1|CSF3R|S1PR1|ADGRE1|FCGR2A|FCGR3B|FOS|FOSB|FPR1|HMOX1|ICAM1|IL1A|IL1B|IL1RN|CXCL8|CXCR2|IL10|ITGAM|ITGB2|KRT13|MEFV|MME|MMP8|MMP9|OSM|P2RX1|PLAU|PLEK|PTGS2|PTX3|RAC2|S100A8|S100A9|CCL2|CXCL5|SELL|TLR4|BEST1|IL1R2|CXCR4|SIGLEC5|IL18R1|SOCS3|NCR1|NAMPT|NES|PADI2|PADI4|QPCT|TLR8|TREM1|NLRC4|NLRP3|NLRP6|GPR141,-27,DEGs
Cell Type Signatures,7,M41715,FAN OVARY CL13 MONOCYTE MACROPHAGE,,-30,8.3,18,30337,458,400,50,12,1.7,241|597|929|951|963|2124|2207|2212|2219|2268|2316|3162|3310|3576|3689|3936|4046|4318|4332|4354|4973|5265|5329|5341|5552|5788|5791|5997|6280|6688|7133|7378|7454|7852|7940|8870|9308|9473|9535|9595|9839|10135|10437|10938|50486|64092|64581|83706|170954|221692,ALOX5AP|BCL2A1|CD14|CD37|CD53|EVI2B|FCER1G|FCGR2A|FCN1|FGR|FLNA|HMOX1|HSPA6|CXCL8|ITGB2|LCP1|LSP1|MMP9|MNDA|MPP1|OLR1|SERPINA1|PLAUR|PLEK|SRGN|PTPRC|PTPRE|RGS2|S100A9|SPI1|TNFRSF1B|UPP1|WAS|CXCR4|LST1|IER3|CD83|THEMIS2|GMFG|CYTIP|ZEB2|NAMPT|IFI30|EHD1|G0S2|SAMSN1|CLEC7A|FERMT3|PPP1R18|PHACTR1,-27,DEGs
DisGeNET,35,C3714636,Pneumonitis,,-29,6.4,17,30337,696,400,59,15,1.8,101|240|383|654|719|728|929|943|1230|1839|1901|2215|2353|2354|2357|2358|3162|3240|3290|3383|3552|3553|3557|3576|3579|3586|3678|3687|3689|4046|4317|4318|4689|5008|5265|5743|5806|5997|6280|6283|6347|6354|6364|6374|6402|6696|7099|7130|7133|7538|7850|7852|8740|9021|54210|58484|64581|91662|114548,ADAM8|ALOX5|ARG1|BMP6|C3AR1|C5AR1|CD14|TNFRSF8|CCR1|HBEGF|S1PR1|FCGR3B|FOS|FOSB|FPR1|FPR2|HMOX1|HP|HSD11B1|ICAM1|IL1A|IL1B|IL1RN|CXCL8|CXCR2|IL10|ITGA5|ITGAX|ITGB2|LSP1|MMP8|MMP9|NCF4|OSM|SERPINA1|PTGS2|PTX3|RGS2|S100A9|S100A12|CCL2|CCL7|CCL20|CXCL5|SELL|SPP1|TLR4|TNFAIP6|TNFRSF1B|ZFP36|IL1R2|CXCR4|TNFSF14|SOCS3|TREM1|NLRC4|CLEC7A|NLRP12|NLRP3,-27,DEGs
Cell Type Signatures,7,M39106,AIZARANI LIVER C2 KUPFFER CELLS 1,,-29,14,21,30337,200,400,36,9,1.4,240|719|728|951|1230|2124|2207|2212|2268|2357|3055|3310|3553|3576|3687|3689|4332|5329|5341|5552|5791|5997|7133|7850|7940|8870|9308|9473|10288|11025|26253|53829|64581|114548|126364|221692,ALOX5|C3AR1|C5AR1|CD37|CCR1|EVI2B|FCER1G|FCGR2A|FGR|FPR1|HCK|HSPA6|IL1B|CXCL8|ITGAX|ITGB2|MNDA|PLAUR|PLEK|SRGN|PTPRE|RGS2|TNFRSF1B|IL1R2|LST1|IER3|CD83|THEMIS2|LILRB2|LILRB3|CLEC4E|P2RY13|CLEC7A|NLRP3|LRRC25|PHACTR1,-26,DEGs
DisGeNET,35,C0162871,"Aortic Aneurysm, Abdominal",,-29,7,17,30337,585,400,54,14,1.7,101|133|240|241|383|838|929|969|2215|2316|2321|2353|2354|3162|3240|3249|3383|3552|3553|3557|3576|3577|3579|3586|3684|3687|3689|4050|4317|4318|4332|5265|5328|5743|5788|5806|6279|6347|6364|6402|6696|7056|7099|7130|7852|8740|8809|9510|23569|54331|55824|56729|114548|653361,ADAM8|ADM|ALOX5|ALOX5AP|ARG1|CASP5|CD14|CD69|FCGR3B|FLNA|FLT1|FOS|FOSB|HMOX1|HP|HPN|ICAM1|IL1A|IL1B|IL1RN|CXCL8|CXCR1|CXCR2|IL10|ITGAM|ITGAX|ITGB2|LTB|MMP8|MMP9|MNDA|SERPINA1|PLAU|PTGS2|PTPRC|PTX3|S100A8|CCL2|CCL20|SELL|SPP1|THBD|TLR4|TNFAIP6|CXCR4|TNFSF14|IL18R1|ADAMTS1|PADI4|GNG2|PAG1|RETN|NLRP3|NCF1,-26,DEGs
DisGeNET,35,C0021368,Inflammation,,-29,8,18,30337,467,400,49,12,1.6,133|240|241|719|728|820|1268|2204|2212|2321|2358|3162|3240|3383|3552|3553|3557|3576|3579|3586|4210|4311|4318|5265|5328|5329|5743|5806|6279|6280|6283|6347|6364|6696|6699|6781|7056|7099|7130|7538|8740|9021|9308|10135|54210|56729|57817|79865|114548,ADM|ALOX5|ALOX5AP|C3AR1|C5AR1|CAMP|CNR1|FCAR|FCGR2A|FLT1|FPR2|HMOX1|HP|ICAM1|IL1A|IL1B|IL1RN|CXCL8|CXCR2|IL10|MEFV|MME|MMP9|SERPINA1|PLAU|PLAUR|PTGS2|PTX3|S100A8|S100A9|S100A12|CCL2|CCL20|SPP1|SPRR1B|STC1|THBD|TLR4|TNFAIP6|ZFP36|TNFSF14|SOCS3|CD83|NAMPT|TREM1|RETN|HAMP|TREML2|NLRP3,-26,DEGs
DisGeNET,35,C3875321,Inflammatory dermatosis,,-27,8.7,18,30337,382,400,44,11,1.6,240|383|820|943|1308|1901|2069|2316|2353|2354|2529|2867|3162|3383|3552|3553|3557|3576|3579|3586|3684|3687|3689|4311|4318|5008|5653|5743|5880|6279|6280|6347|6364|7056|7099|7940|8140|8740|9021|9051|11202|25818|114548|284415,ALOX5|ARG1|CAMP|TNFRSF8|COL17A1|S1PR1|EREG|FLNA|FOS|FOSB|FUT7|FFAR2|HMOX1|ICAM1|IL1A|IL1B|IL1RN|CXCL8|CXCR2|IL10|ITGAM|ITGAX|ITGB2|MME|MMP9|OSM|KLK6|PTGS2|RAC2|S100A8|S100A9|CCL2|CCL20|THBD|TLR4|LST1|SLC7A5|TNFSF14|SOCS3|PSTPIP1|KLK8|KLK5|NLRP3|VSTM1,-25,DEGs
Cell Type Signatures,7,M39110,AIZARANI LIVER C6 KUPFFER CELLS 2,,-27,12,19,30337,228,400,36,9,1.4,240|719|728|929|1230|2124|2207|2212|2219|2268|3055|3101|3162|3553|3687|3689|4354|5341|5997|6503|6556|6688|7133|7940|8685|8870|9308|9473|9839|10288|10894|11025|53829|64581|126364|100506115,ALOX5|C3AR1|C5AR1|CD14|CCR1|EVI2B|FCER1G|FCGR2A|FCN1|FGR|HCK|HK3|HMOX1|IL1B|ITGAX|ITGB2|MPP1|PLEK|RGS2|SLA|SLC11A1|SPI1|TNFRSF1B|LST1|MARCO|IER3|CD83|THEMIS2|ZEB2|LILRB2|LYVE1|LILRB3|P2RY13|CLEC7A|LRRC25|PELATON,-24,DEGs
Cell Type Signatures,7,M39044,FAN EMBRYONIC CTX BRAIN MYELOID,,-27,16,21,30337,139,400,30,7.5,1.3,597|728|2219|2268|3055|3687|4046|4542|5265|5329|5743|6279|6280|6688|7852|7940|9021|10135|10288|10437|10581|11025|55911|56729|64581|126014|126364|200315|342510|353514,BCL2A1|C5AR1|FCN1|FGR|HCK|ITGAX|LSP1|MYO1F|SERPINA1|PLAUR|PTGS2|S100A8|S100A9|SPI1|CXCR4|LST1|SOCS3|NAMPT|LILRB2|IFI30|IFITM2|LILRB3|APOBR|RETN|CLEC7A|OSCAR|LRRC25|APOBEC3A|CD300E|LILRA5,-24,DEGs
DisGeNET,35,C0024115,Lung diseases,,-27,6.1,16,30337,700,400,56,14,1.7,719|728|820|929|943|1084|1118|1230|1839|2069|2219|2316|2321|2353|2354|2357|2866|3162|3383|3552|3553|3557|3576|3577|3579|3586|4210|4317|4318|5008|5023|5265|5743|6279|6280|6347|6556|6615|6696|6781|7099|7130|7439|7852|8740|9173|10135|11025|11240|23569|26253|27180|56729|114548|126014|338339,C3AR1|C5AR1|CAMP|CD14|TNFRSF8|CEACAM3|CHIT1|CCR1|HBEGF|EREG|FCN1|FLNA|FLT1|FOS|FOSB|FPR1|GPR42|HMOX1|ICAM1|IL1A|IL1B|IL1RN|CXCL8|CXCR1|CXCR2|IL10|MEFV|MMP8|MMP9|OSM|P2RX1|SERPINA1|PTGS2|S100A8|S100A9|CCL2|SLC11A1|SNAI1|SPP1|STC1|TLR4|TNFAIP6|BEST1|CXCR4|TNFSF14|IL1RL1|NAMPT|LILRB3|PADI2|PADI4|CLEC4E|SIGLEC9|RETN|NLRP3|OSCAR|CLEC4D,-24,DEGs
DisGeNET,35,C0011603,Dermatitis,,-26,7.3,16,30337,496,400,48,12,1.6,240|383|820|943|1308|1901|2069|2316|2353|2354|2529|2867|3162|3383|3552|3553|3557|3576|3579|3586|3684|3687|3689|4050|4311|4318|5008|5328|5329|5650|5653|5743|5880|6279|6280|6347|6364|7056|7099|7538|8140|8740|9021|9051|11202|25818|58484|114548,ALOX5|ARG1|CAMP|TNFRSF8|COL17A1|S1PR1|EREG|FLNA|FOS|FOSB|FUT7|FFAR2|HMOX1|ICAM1|IL1A|IL1B|IL1RN|CXCL8|CXCR2|IL10|ITGAM|ITGAX|ITGB2|LTB|MME|MMP9|OSM|PLAU|PLAUR|KLK7|KLK6|PTGS2|RAC2|S100A8|S100A9|CCL2|CCL20|THBD|TLR4|ZFP36|SLC7A5|TNFSF14|SOCS3|PSTPIP1|KLK8|KLK5|NLRC4|NLRP3,-24,DEGs
DisGeNET,35,C0004623,Bacterial Infections,,-26,6.4,16,30337,616,400,52,13,1.7,133|240|728|820|838|929|2012|2212|2867|3162|3240|3383|3552|3553|3557|3576|3577|3586|3656|3684|3689|3718|4318|5008|5743|5788|5806|5880|6279|6347|6696|7099|7538|7852|8140|8685|8740|8809|8993|9021|9437|10288|54210|56729|57817|58484|64581|81793|83706|91662|114548|124599,ADM|ALOX5|C5AR1|CAMP|CASP5|CD14|EMP1|FCGR2A|FFAR2|HMOX1|HP|ICAM1|IL1A|IL1B|IL1RN|CXCL8|CXCR1|IL10|IRAK2|ITGAM|ITGB2|JAK3|MMP9|OSM|PTGS2|PTPRC|PTX3|RAC2|S100A8|CCL2|SPP1|TLR4|ZFP36|CXCR4|SLC7A5|MARCO|TNFSF14|IL18R1|PGLYRP1|SOCS3|NCR1|LILRB2|TREM1|RETN|HAMP|NLRC4|CLEC7A|TLR10|FERMT3|NLRP12|NLRP3|CD300LB,-23,DEGs
COVID,200,COVID203,RNA_Vanderheiden_pHAE_48h_Up,,-26,15,20,30337,155,400,30,7.5,1.3,101|241|597|1839|2012|3576|3624|3854|3860|4318|5329|5473|6279|6280|6283|6364|6374|6698|6699|6700|6703|6707|7850|8140|8796|9586|79931|114771|144568|389208,ADAM8|ALOX5AP|BCL2A1|HBEGF|EMP1|CXCL8|INHBA|KRT6B|KRT13|MMP9|PLAUR|PPBP|S100A8|S100A9|S100A12|CCL20|CXCL5|SPRR1A|SPRR1B|SPRR2A|SPRR2D|SPRR3|IL1R2|SLC7A5|SCEL|CREB5|TNIP3|PGLYRP3|A2ML1|TMPRSS11F,-23,DEGs
Cell Type Signatures,7,M39304,CUI DEVELOPING HEART C7 MAST CELL,,-25,15,20,30337,156,400,30,7.5,1.3,101|240|241|399|951|963|969|1439|2207|2354|3684|3936|4354|4689|5023|5341|5552|5880|5997|6515|7462|7538|8477|9173|9308|9535|10581|55824|55843|64092,ADAM8|ALOX5|ALOX5AP|RHOH|CD37|CD53|CD69|CSF2RB|FCER1G|FOSB|ITGAM|LCP1|MPP1|NCF4|P2RX1|PLEK|SRGN|RAC2|RGS2|SLC2A3|LAT2|ZFP36|GPR65|IL1RL1|CD83|GMFG|IFITM2|PAG1|ARHGAP15|SAMSN1,-23,DEGs
Cell Type Signatures,7,M40314,DESCARTES FETAL THYMUS ANTIGEN PRESENTING CELLS,,-25,14,19,30337,172,400,31,7.8,1.3,101|240|929|2180|2207|2268|3055|3557|3687|4318|4332|4542|5329|5341|5552|6688|8530|8809|9308|9473|25797|53829|55911|57458|64092|64386|64581|81793|123041|150372|353345,ADAM8|ALOX5|CD14|ACSL1|FCER1G|FGR|HCK|IL1RN|ITGAX|MMP9|MNDA|MYO1F|PLAUR|PLEK|SRGN|SPI1|CST7|IL18R1|CD83|THEMIS2|QPCT|P2RY13|APOBR|TMCC3|SAMSN1|MMP25|CLEC7A|TLR10|SLC24A4|NFAM1|GPR141,-23,DEGs
DisGeNET,35,C0004943,Behcet Syndrome,,-25,7.1,16,30337,502,400,47,12,1.6,719|722|762|820|929|969|1230|2069|2212|2215|2316|3162|3310|3383|3552|3553|3557|3576|3577|3579|3586|3684|3687|3689|4210|4318|5265|6347|6364|6374|6402|6556|6696|7056|7099|7133|9021|9051|9308|9839|23569|25797|51311|54210|56729|64581|114548,C3AR1|C4BPA|CA4|CAMP|CD14|CD69|CCR1|EREG|FCGR2A|FCGR3B|FLNA|HMOX1|HSPA6|ICAM1|IL1A|IL1B|IL1RN|CXCL8|CXCR1|CXCR2|IL10|ITGAM|ITGAX|ITGB2|MEFV|MMP9|SERPINA1|CCL2|CCL20|CXCL5|SELL|SLC11A1|SPP1|THBD|TLR4|TNFRSF1B|SOCS3|PSTPIP1|CD83|ZEB2|PADI4|QPCT|TLR8|TREM1|RETN|CLEC7A|NLRP3,-22,DEGs
