chr,start,end,n,width
chr1,9620261,9620720,10,459
chr1,9628507,9630984,15,2477
chr1,9651801,9652841,75,1040
chr1,9654702,9655381,7,679
chr1,9665414,9665529,5,115
chr1,9673983,9675302,8,1319
chr1,9687406,9688100,19,694
chr1,9689328,9690755,46,1427
chr1,9704673,9704813,5,140
chr1,9723152,9723289,6,137
chr1,9729910,9731306,32,1396
chr1,9735147,9736115,20,968
chr1,9744530,9745153,13,623
chr1,9756903,9757073,8,170
chr1,9762409,9762732,8,323
chr1,9765554,9766616,7,1062
chr1,9773969,9774869,7,900
chr1,9806739,9807074,6,335
chr1,9823435,9824402,73,967
chr1,9829673,9829895,6,222
chr1,9835741,9838422,18,2681
chr1,9842974,9843238,8,264
chr1,9857096,9857415,6,319
chr1,9875124,9875478,10,354
chr1,9909646,9911865,66,2219
chr1,9942944,9943377,22,433
chr1,9948836,9949236,5,400
chr1,9972420,9973523,7,1103
chr1,9982480,9983376,6,896
chr1,9997245,9998500,47,1255
chr1,10003880,10004166,6,286
chr1,10031183,10032636,24,1453
chr1,10035457,10035836,7,379
chr1,10151980,10152155,6,175
chr1,10154167,10154342,7,175
chr1,10161145,10162108,8,963
chr1,10174250,10174352,6,102
chr1,10202121,10202327,5,206
chr1,10208940,10211216,68,2276
chr1,10332616,10333294,8,678
chr1,10390486,10390600,6,114
chr1,10398143,10400176,46,2033
chr1,10431187,10431247,5,60
chr1,10443027,10443502,7,475
chr1,10451488,10451539,6,51
chr1,10455581,10455654,6,73
chr1,10461856,10461947,5,91
chr1,10472306,10473579,41,1273
chr1,10474635,10475361,21,726
chr1,10491563,10491805,5,242
chr1,10563549,10563739,8,190
chr1,10600345,10600543,5,198
chr1,10630304,10631020,9,716
chr1,10635216,10636539,24,1323
chr1,10637559,10639957,111,2398
chr1,10641311,10642903,32,1592
chr1,10645048,10645102,5,54
chr1,10647823,10648143,14,320
chr1,10650091,10650933,14,842
chr1,10652346,10652408,6,62
chr1,10658482,10660024,15,1542
chr1,10665296,10666573,26,1277
chr1,10667901,10667982,5,81
chr1,10672268,10672489,11,221
chr1,10676249,10676896,6,647
chr1,10682289,10682468,6,179
chr1,10686947,10688393,12,1446
chr1,10689880,10690186,7,306
chr1,10693827,10695557,91,1730
chr1,10704342,10704850,30,508
chr1,10706027,10707400,22,1373
chr1,10708681,10709934,19,1253
chr1,10716336,10716594,5,258
chr1,10722929,10723015,6,86
chr1,10726350,10726558,7,208
chr1,10727944,10728778,12,834
chr1,10734990,10736460,18,1470
chr1,10737719,10739681,14,1962
chr1,10744875,10744947,6,72
chr1,10759286,10759388,5,102
chr1,10761769,10762057,6,288
chr1,10766590,10768121,11,1531
chr1,10773499,10775474,19,1975
chr1,10779239,10780471,7,1232
chr1,10793756,10796821,165,3065
chr1,10804500,10804643,5,143
chr1,10813849,10813975,7,126
chr1,10820264,10820995,11,731
chr1,10823229,10823320,7,91
chr1,10825103,10827556,18,2453
chr1,10828673,10830529,11,1856
chr1,10835214,10836059,28,845
chr1,10848934,10849249,7,315
chr1,10865705,10867958,31,2253
chr1,10888475,10889351,59,876
chr1,10895413,10895595,5,182
chr1,10898513,10898750,6,237
chr1,10900418,10902914,16,2496
chr1,10904072,10905937,17,1865
chr1,10915697,10915851,6,154
chr1,10916996,10917234,7,238
chr1,10936868,10938218,14,1350
chr1,10941935,10943095,13,1160
chr1,10945816,10946520,11,704
chr1,10948304,10948946,8,642
chr1,10961241,10961453,5,212
chr1,10966803,10967056,5,253
chr1,10976445,10977312,5,867
chr1,10980389,10980671,7,282
chr1,10982324,10983227,5,903
chr1,11010891,11011112,6,221
chr1,11012263,11013132,44,869
chr1,11032479,11032865,6,386
chr1,11044873,11045780,11,907
chr1,11048470,11048696,5,226
chr1,11052231,11054117,18,1886
chr1,11055260,11055781,6,521
chr1,11058454,11060049,51,1595
chr1,11061195,11061373,7,178
chr1,11066688,11067418,8,730
chr1,11095105,11096243,9,1138
chr1,11099563,11100954,32,1391
chr1,11119495,11119602,8,107
chr1,11193658,11193839,8,181
chr1,11238756,11239670,9,914
chr1,11261217,11262978,50,1761
chr1,11271257,11273928,33,2671
chr1,11320209,11320694,5,485
chr1,11322735,11323548,5,813
chr1,11328070,11328601,10,531
chr1,11352682,11354226,6,1544
chr1,11355476,11355720,6,244
chr1,11370260,11372395,15,2135
chr1,11386522,11386959,6,437
chr1,11399227,11399964,5,737
chr1,11404758,11404856,5,98
chr1,11478577,11480253,104,1676
chr1,11501404,11502085,19,681
chr1,11529878,11529958,7,80
chr1,11531007,11532790,11,1783
chr1,11534506,11534827,5,321
chr1,11545306,11545633,6,327
chr1,11563827,11564006,7,179
chr1,11568060,11568608,7,548
chr1,11569695,11569788,7,93
chr1,11585675,11585729,5,54
chr1,11620534,11620789,6,255
chr1,11626745,11627086,8,341
chr1,11633374,11634664,12,1290
chr1,11648320,11648961,18,641
chr1,11650668,11651231,19,563
chr1,11653181,11656114,50,2933
chr1,11662878,11665416,44,2538
chr1,11676281,11677971,6,1690
chr1,11680184,11681553,54,1369
chr1,11683895,11684824,5,929
chr1,11690837,11692758,73,1921
chr1,11701293,11701689,5,396
chr1,11713518,11713659,6,141
chr1,11716584,11717851,8,1267
chr1,11718993,11719849,24,856
chr1,11730779,11732093,8,1314
chr1,11736131,11737005,28,874
chr1,11747156,11748346,11,1190
chr1,11752211,11752563,9,352
chr1,11761830,11762105,7,275
chr1,11765683,11766721,5,1038
chr1,11775502,11776072,8,570
chr1,11784312,11785426,10,1114
chr1,11802962,11803332,10,370
chr1,11805234,11806408,45,1174
chr1,11836074,11837890,15,1816
chr1,11858246,11859319,36,1073
chr1,11865231,11865330,5,99
chr1,11878774,11879457,5,683
chr1,11883587,11884689,5,1102
chr1,11887051,11888154,6,1103
chr1,11889401,11889630,6,229
chr1,11895495,11896114,5,619
chr1,11897953,11899975,25,2022
chr1,11908861,11909466,14,605
chr1,11919056,11919131,5,75
chr1,11925968,11926549,54,581
chr1,11934544,11934930,17,386
chr1,11937127,11937620,11,493
chr1,11943344,11943457,7,113
chr1,11949267,11950460,5,1193
chr1,11971943,11972362,5,419
chr1,11976970,11977576,5,606
chr1,11979528,11980906,35,1378
chr1,11999950,12000013,6,63
chr1,12008489,12008572,7,83
chr1,12014389,12014595,5,206
chr1,12018667,12020776,72,2109
chr1,12023032,12023850,11,818
chr1,12040018,12040313,8,295
chr1,12041945,12042398,6,453
chr1,12063515,12063805,28,290
chr1,12078973,12079544,5,571
chr1,12104440,12104632,9,192
chr1,12124746,12126201,12,1455
chr1,12127747,12128174,5,427
chr1,12141596,12143799,21,2203
chr1,12167260,12167841,38,581
chr1,12179094,12180508,15,1414
chr1,12184479,12185515,8,1036
chr1,12191869,12191900,7,31
chr1,12207834,12208157,5,323
chr1,12229994,12231246,66,1252
chr1,12247796,12247956,5,160
chr1,12254872,12254988,5,116
chr1,12504675,12505276,6,601
chr1,12515827,12517264,5,1437
chr1,12520928,12521847,7,919
chr1,12540133,12540475,20,342
chr1,12558111,12558596,6,485
chr1,12576493,12577203,8,710
chr1,12580469,12581533,7,1064
chr1,12594371,12596342,66,1971
chr1,12615983,12619870,90,3887
chr1,12634394,12634611,6,217
chr1,12725189,12725369,6,180
chr1,12837630,12838087,6,457
chr1,12860676,12860775,5,99
chr1,13234817,13235119,8,302
chr1,13423124,13423211,8,87
chr1,13424227,13425549,6,1322
chr1,13439304,13439383,11,79
chr1,13443189,13444765,12,1576
chr1,13504235,13505407,7,1172
chr1,13513615,13514157,46,542
chr1,13525947,13526090,8,143
chr1,13530490,13530970,10,480
chr1,13540194,13541136,5,942
chr1,13543706,13543911,6,205
chr1,13554200,13555085,14,885
chr1,13563161,13563267,5,106
chr1,13583153,13584310,40,1157
chr1,13649121,13650140,7,1019
chr1,13700015,13701108,50,1093
chr1,13748773,13749888,76,1115
chr1,13768178,13768472,6,294
chr1,13780669,13780933,7,264
chr1,13798971,13799113,5,142
chr1,13820132,13820263,5,131
chr1,13892659,13893282,44,623
chr1,13901143,13902268,6,1125
chr1,14365066,14365363,12,297
chr1,14419625,14420766,18,1141
chr1,14433784,14434309,5,525
chr1,14573370,14573474,5,104
chr1,14596034,14596183,5,149
chr1,14598249,14599638,74,1389
chr1,14615208,14615738,5,530
chr1,14667753,14668848,5,1095
chr1,14707568,14707963,5,395
chr1,14733556,14734228,9,672
chr1,14735671,14736033,8,362
chr1,14769457,14769880,6,423
chr1,14801127,14801776,7,649
chr1,14923745,14925541,113,1796
chr1,14927301,14928277,8,976
chr1,14930221,14930657,5,436
chr1,14946217,14947357,9,1140
chr1,14949972,14950120,7,148
chr1,14971322,14971956,13,634
chr1,14976476,14976595,7,119
chr1,15020920,15021636,6,716
chr1,15032873,15032976,6,103
chr1,15046222,15046664,5,442
chr1,15056013,15056223,12,210
chr1,15060198,15060282,12,84
chr1,15094106,15095208,16,1102
chr1,15099065,15099801,7,736
chr1,15112440,15112656,9,216
chr1,15124279,15124799,6,520
chr1,15152486,15155045,106,2559
chr1,15192547,15193102,7,555
chr1,15207163,15207442,8,279
chr1,15247331,15247710,23,379
chr1,15315461,15315578,5,117
chr1,15324819,15325098,7,279
chr1,15346016,15346479,13,463
chr1,15361765,15361861,7,96
chr1,15372341,15372579,5,238
chr1,15374206,15375427,6,1221
chr1,15384862,15384954,7,92
chr1,15409538,15410631,64,1093
chr1,15411746,15411861,5,115
chr1,15416189,15416751,8,562
chr1,15427126,15427925,13,799
chr1,15429070,15430139,8,1069
chr1,15481747,15482322,9,575
chr1,15487301,15487436,7,135
chr1,15507003,15507196,8,193
chr1,15521081,15521384,10,303
chr1,15524058,15525383,28,1325
chr1,15527089,15527151,6,62
chr1,15583381,15584950,30,1569
chr1,15598935,15600087,18,1152
chr1,15606650,15606850,5,200
chr1,15617327,15619810,24,2483
chr1,15637410,15637460,5,50
chr1,15644928,15645023,6,95
chr1,15683731,15685077,69,1346
chr1,15686671,15686796,5,125
chr1,15731215,15731268,6,53
chr1,15741114,15743244,17,2130
chr1,15752681,15752885,6,204
chr1,15757872,15761151,82,3279
chr1,15780396,15781250,6,854
chr1,15782891,15784319,14,1428
chr1,15785559,15785900,6,341
chr1,15792189,15792940,13,751
chr1,15797271,15797365,5,94
chr1,15807471,15807610,5,139
chr1,15830842,15831015,10,173
chr1,15834833,15835265,20,432
chr1,15836287,15837627,24,1340
chr1,15847258,15849550,88,2292
chr1,15905290,15905764,7,474
chr1,15936164,15936474,9,310
chr1,15939570,15940013,7,443
chr1,15941962,15942413,6,451
chr1,15943436,15945858,31,2422
chr1,15949597,15949765,6,168
chr1,15974735,15977376,43,2641
chr1,16009009,16009925,11,916
chr1,16012904,16013679,27,775
chr1,16015615,16015699,12,84
chr1,16017204,16017974,20,770
chr1,16027235,16027389,6,154
chr1,16040739,16041029,10,290
chr1,16047629,16049925,12,2296
chr1,16064101,16064146,5,45
chr1,16072976,16073802,37,826
chr1,16113139,16114082,9,943
chr1,16123349,16124051,6,702
chr1,16144648,16146540,9,1892
chr1,16152072,16153296,6,1224
chr1,16154325,16156156,59,1831
chr1,16162066,16162881,14,815
chr1,16167036,16168800,47,1764
chr1,16174946,16176120,9,1174
chr1,16181447,16183829,17,2382
chr1,16206488,16208027,61,1539
chr1,16212547,16212730,5,183
chr1,16215320,16218193,26,2873
chr1,16226089,16227965,44,1876
chr1,16236645,16237235,34,590
chr1,16314740,16314840,6,100
chr1,16345771,16345931,5,160
chr1,16348558,16348625,6,67
chr1,16351989,16352974,33,985
chr1,16366984,16368380,35,1396
chr1,16389244,16389357,5,113
chr1,16409194,16409943,11,749
chr1,16439929,16441266,38,1337
chr1,16474320,16474710,12,390
chr1,16485596,16486630,7,1034
chr1,16498585,16500238,77,1653
chr1,16520459,16521357,8,898
chr1,16535043,16535649,14,606
chr1,16612115,16613813,65,1698
chr1,16624376,16625968,17,1592
chr1,16628486,16628534,5,48
chr1,16634686,16635131,6,445
chr1,16644328,16644921,58,593
chr1,16646374,16646434,6,60
chr1,16692468,16692939,14,471
chr1,16696590,16696721,11,131
chr1,16724427,16725323,18,896
chr1,16748825,16749086,13,261
chr1,16759298,16761096,14,1798
chr1,16764414,16766025,10,1611
chr1,16871129,16871226,7,97
chr1,16872317,16872946,21,629
chr1,16887506,16889875,24,2369
chr1,16896681,16896830,10,149
chr1,16904119,16905025,18,906
chr1,16913561,16914718,100,1157
chr1,16928525,16928912,5,387
chr1,16936668,16936734,6,66
chr1,16939093,16939205,7,112
chr1,16940411,16941503,18,1092
chr1,16961049,16961366,16,317
chr1,16966497,16966560,5,63
chr1,16978945,16980754,51,1809
chr1,16990268,16991042,5,774
chr1,16992277,16994953,22,2676
chr1,17002067,17003513,17,1446
chr1,17010892,17011992,40,1100
chr1,17031881,17032336,9,455
chr1,17053408,17055129,36,1721
chr1,17118788,17119952,35,1164
chr1,17122095,17122324,6,229
chr1,17149184,17149427,18,243
chr1,17193070,17193313,5,243
chr1,17336172,17336274,5,102
chr1,17346203,17347030,5,827
chr1,17360687,17361025,6,338
chr1,17408584,17409070,12,486
chr1,17418581,17418715,6,134
chr1,17427785,17427911,5,126
chr1,17430712,17430821,5,109
chr1,17432842,17433907,12,1065
chr1,17437273,17439624,110,2351
chr1,17458189,17458351,6,162
chr1,17460220,17460503,5,283
chr1,17520182,17521357,7,1175
chr1,17539293,17540861,68,1568
chr1,17569718,17569797,6,79
chr1,17573537,17574889,9,1352
chr1,17592787,17592854,6,67
chr1,17597296,17597388,5,92
chr1,17602200,17603772,14,1572
chr1,17607180,17608163,19,983
chr1,17622858,17623601,11,743
chr1,17643893,17645003,6,1110
chr1,17655940,17656113,9,173
chr1,17663070,17663138,6,68
chr1,17664509,17664725,6,216
chr1,17677054,17677466,6,412
chr1,17696987,17697091,7,104
chr1,17699935,17700348,6,413
chr1,17706320,17707044,8,724
chr1,17731719,17732289,10,570
chr1,17743135,17743406,5,271
chr1,17762181,17762862,8,681
chr1,17763899,17765879,11,1980
chr1,17767336,17767563,6,227
chr1,17819264,17819441,6,177
chr1,17949372,17949928,5,556
chr1,18043788,18044409,5,621
chr1,18055287,18055382,6,95
chr1,18058089,18058822,11,733
chr1,18060703,18061119,7,416
chr1,18080520,18080641,6,121
chr1,18107768,18110829,105,3061
chr1,18155590,18156849,7,1259
chr1,18175422,18176047,9,625
chr1,18190698,18191881,10,1183
chr1,18265621,18265813,5,192
chr1,18291336,18291455,5,119
chr1,18352402,18353245,6,843
chr1,18407348,18409002,18,1654
chr1,18482010,18483796,47,1786
chr1,18542570,18542916,5,346
chr1,18557276,18557940,7,664
chr1,18622139,18622538,5,399
chr1,18629027,18635222,145,6195
chr1,18636464,18637832,43,1368
chr1,18639595,18640891,28,1296
chr1,18642619,18644171,46,1552
chr1,18646407,18647188,62,781
chr1,18651865,18652376,5,511
chr1,18684636,18686108,14,1472
chr1,18698694,18698875,6,181
chr1,18703044,18703244,7,200
chr1,18717202,18717325,21,123
chr1,18724062,18724110,6,48
chr1,18728524,18728598,6,74
chr1,18731125,18731408,5,283
chr1,18777962,18779030,6,1068
chr1,18784042,18784398,7,356
chr1,18793356,18795357,9,2001
chr1,18817841,18819462,18,1621
chr1,18854482,18854936,13,454
chr1,18860176,18861308,8,1132
chr1,18867709,18868309,5,600
chr1,18875345,18876179,11,834
chr1,18881924,18883511,17,1587
chr1,18885588,18887321,13,1733
chr1,18901750,18903211,60,1461
chr1,18907453,18907670,7,217
chr1,18915981,18917351,18,1370
chr1,18927284,18928305,13,1021
chr1,18946663,18947727,9,1064
chr1,18949487,18950142,17,655
chr1,18955579,18957413,103,1834
chr1,19039514,19039694,6,180
chr1,19077269,19077413,6,144
chr1,19210015,19210967,51,952
chr1,19227927,19228192,7,265
chr1,19239909,19240026,5,117
chr1,19251191,19252653,22,1462
chr1,19273756,19274442,35,686
chr1,19287935,19289087,26,1152
chr1,19311520,19313000,55,1480
chr1,19320468,19320805,7,337
chr1,19325669,19326653,13,984
chr1,19328680,19328809,5,129
chr1,19343740,19345119,13,1379
chr1,19349976,19350058,5,82
chr1,19365758,19366644,5,886
chr1,19390656,19391139,7,483
chr1,19392723,19393608,6,885
chr1,19412753,19413006,5,253
chr1,19455002,19455159,5,157
chr1,19484446,19486229,16,1783
chr1,19513936,19514577,9,641
chr1,19560890,19561227,5,337
chr1,19596721,19597423,18,702
chr1,19624029,19624448,7,419
chr1,19634966,19635220,5,254
chr1,19637598,19637836,5,238
chr1,19643192,19645889,116,2697
chr1,19656889,19657742,10,853
chr1,19664570,19666480,63,1910
chr1,19673646,19674172,5,526
chr1,19742184,19742964,6,780
chr1,19799550,19800833,30,1283
chr1,19814494,19814641,8,147
chr1,19882143,19882839,53,696
chr1,19902127,19902298,6,171
chr1,19983751,19983797,5,46
chr1,20070257,20070388,8,131
chr1,20077632,20077912,5,280
chr1,20151857,20153255,13,1398
chr1,20185571,20186493,31,922
chr1,20211139,20211472,6,333
chr1,20310649,20311041,6,392
chr1,20336315,20336828,11,513
chr1,20343221,20344408,32,1187
chr1,20365262,20368496,50,3234
chr1,20400935,20401601,6,666
chr1,20409994,20410150,6,156
chr1,20448837,20449037,5,200
chr1,20475226,20477569,16,2343
chr1,20480263,20480400,5,137
chr1,20484129,20487173,151,3044
chr1,20493090,20494668,5,1578
chr1,20500048,20500970,9,922
chr1,20507936,20508174,24,238
chr1,20522809,20523174,7,365
chr1,20552428,20554424,99,1996
chr1,20556219,20556551,5,332
chr1,20575129,20576391,12,1262
chr1,20632428,20633903,30,1475
chr1,20644548,20644790,5,242
chr1,20652655,20652753,5,98
chr1,20660838,20663096,61,2258
chr1,20689191,20690322,10,1131
chr1,20695709,20697267,21,1558
chr1,20716769,20718260,29,1491
chr1,20731520,20733004,64,1484
chr1,20752176,20752387,8,211
chr1,20764745,20764831,5,86
chr1,20785702,20787430,55,1728
chr1,20916371,20916734,6,363
chr1,21147193,21148424,9,1231
chr1,21175257,21177342,61,2085
chr1,21218747,21220790,18,2043
chr1,21236573,21236636,5,63
chr1,21240304,21241862,6,1558
chr1,21279030,21279366,10,336
chr1,21289637,21290998,35,1361
chr1,21319020,21319472,8,452
chr1,21344752,21346116,72,1364
chr1,21348371,21348753,6,382
chr1,21397816,21398188,15,372
chr1,21428439,21429485,17,1046
chr1,21436739,21437946,8,1207
chr1,21439811,21440768,16,957
chr1,21468749,21468928,6,179
chr1,21508724,21509987,37,1263
chr1,21537827,21538595,13,768
chr1,21542439,21542696,9,257
chr1,21547685,21548191,11,506
chr1,21551044,21551886,11,842
chr1,21562812,21564236,13,1424
chr1,21573361,21575530,18,2169
chr1,21593756,21593931,8,175
chr1,21597852,21598055,6,203
chr1,21603523,21604181,17,658
chr1,21607911,21608365,24,454
chr1,21619259,21619365,8,106
chr1,21620419,21620711,7,292
chr1,21622284,21622737,29,453
chr1,21633627,21634058,7,431
chr1,21639771,21639837,6,66
chr1,21651896,21653035,25,1139
chr1,21659393,21659608,27,215
chr1,21668429,21670750,50,2321
chr1,21764363,21765573,9,1210
chr1,21780835,21783630,28,2795
chr1,21809694,21810675,14,981
chr1,21814491,21814937,22,446
chr1,21823296,21824247,12,951
chr1,21832495,21833085,9,590
chr1,21836862,21836960,5,98
chr1,21841092,21843366,14,2274
chr1,21847920,21848421,14,501
chr1,21849913,21850163,7,250
chr1,21851608,21851862,8,254
chr1,21854871,21854970,7,99
chr1,21857075,21857323,5,248
chr1,21864947,21864981,5,34
chr1,21878206,21878789,8,583
chr1,21884578,21884794,8,216
chr1,21887415,21887546,8,131
chr1,21903860,21904843,14,983
chr1,21906252,21906406,7,154
chr1,21915027,21915122,5,95
chr1,21920452,21921688,9,1236
chr1,21927059,21929985,11,2926
chr1,21931252,21931540,6,288
chr1,21933299,21934258,12,959
chr1,21937222,21938199,62,977
chr1,21942944,21943701,8,757
chr1,21980955,21981818,7,863
chr1,22022789,22023153,6,364
chr1,22024417,22026656,31,2239
chr1,22051166,22053258,53,2092
chr1,22142283,22143914,130,1631
chr1,22182838,22183137,6,299
chr1,22185304,22186180,13,876
chr1,22208705,22208815,7,110
chr1,22212839,22212889,5,50
chr1,22256089,22257875,9,1786
chr1,22269262,22270367,8,1105
chr1,22285392,22286436,6,1044
chr1,22297379,22297814,8,435
chr1,22318594,22318750,8,156
chr1,22331433,22331890,6,457
chr1,22341171,22343118,18,1947
chr1,22379610,22379904,5,294
chr1,22428774,22429602,10,828
chr1,22451346,22452359,22,1013
chr1,22526270,22526410,5,140
chr1,22563231,22564294,64,1063
chr1,22583045,22584231,7,1186
chr1,22588441,22588679,6,238
chr1,22591758,22592026,5,268
chr1,22593602,22593647,5,45
chr1,22597378,22597858,16,480
chr1,22599025,22599069,5,44
chr1,22618149,22619995,13,1846
chr1,22628916,22630570,9,1654
chr1,22638847,22639097,9,250
chr1,22643769,22644149,7,380
chr1,22661045,22661412,9,367
chr1,22663252,22663677,5,425
chr1,22673697,22673842,5,145
chr1,22676247,22677199,15,952
chr1,22710245,22711748,97,1503
chr1,22739906,22740058,6,152
chr1,22809085,22809262,5,177
chr1,22869974,22870758,5,784
chr1,22886814,22886949,5,135
chr1,22906814,22906955,6,141
chr1,22913425,22913624,5,199
chr1,22915980,22916565,5,585
chr1,22952628,22953806,42,1178
chr1,22955047,22955454,5,407
chr1,23019447,23020397,56,950
chr1,23115531,23115633,6,102
chr1,23167754,23169297,51,1543
chr1,23177653,23177767,16,114
chr1,23193099,23193464,8,365
chr1,23216631,23218619,84,1988
chr1,23225409,23226614,10,1205
chr1,23241174,23241369,7,195
chr1,23300684,23300958,8,274
chr1,23335118,23336254,7,1136
chr1,23343753,23347082,106,3329
chr1,23355063,23355151,5,88
chr1,23367083,23370086,32,3003
chr1,23377984,23378287,5,303
chr1,23387099,23387558,5,459
chr1,23393944,23394849,8,905
chr1,23397476,23397796,5,320
chr1,23403859,23404098,9,239
chr1,23406779,23407240,6,461
chr1,23423863,23424936,41,1073
chr1,23436694,23437524,27,830
chr1,23483501,23485647,51,2146
chr1,23489044,23489977,5,933
chr1,23530703,23531561,76,858
chr1,23541536,23541742,6,206
chr1,23546405,23546540,5,135
chr1,23551417,23551840,7,423
chr1,23553990,23555371,60,1381
chr1,23558379,23559691,45,1312
chr1,23562413,23563511,8,1098
chr1,23568206,23568735,36,529
chr1,23571274,23571380,5,106
chr1,23583066,23583457,8,391
chr1,23584830,23586294,8,1464
chr1,23628136,23629231,10,1095
chr1,23637081,23637602,10,521
chr1,23690975,23692120,24,1145
chr1,23709117,23709415,5,298
chr1,23743323,23744546,59,1223
chr1,23746212,23746283,5,71
chr1,23766299,23767397,9,1098
chr1,23788376,23788467,8,91
chr1,23791216,23791796,11,580
chr1,23799890,23801486,42,1596
chr1,23809293,23809380,7,87
chr1,23825161,23825716,19,555
chr1,23839441,23839503,5,62
chr1,23857621,23857768,5,147
chr1,23867815,23868832,60,1017
chr1,23877559,23877875,8,316
chr1,23902660,23903177,36,517
chr1,23928096,23928165,8,69
chr1,23941342,23941959,5,617
chr1,23945537,23945737,5,200
chr1,23959099,23960204,66,1105
chr1,23979953,23980271,17,318
chr1,24071117,24071236,6,119
chr1,24089614,24091154,15,1540
chr1,24092207,24092295,5,88
chr1,24156976,24157044,6,68
chr1,24163053,24163121,6,68
