"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0071621","GO:0071621","granulocyte chemotaxis","48/1947","145/21069",1.12063502252739e-15,2.79889803226441e-13,1.97703610290095e-13,"EDN1/CXCL2/PIK3CG/CCL7/CCL2/BST1/CCL20/SLAMF1/CSF3R/NCKAP1L/TNFAIP6/PREX1/TREM1/CXCL6/IL1B/ADGRE2/RAC2/MPP1/C5AR2/THBS1/VAV1/S100A8/FCER1G/ITGB2/JAML/S100A9/S100A12/CXCR1/CXCL3/CXCL5/PPBP/CXCL1/SYK/CXCL8/PIK3CD/C3AR1/IL17RA/CXCR2/CSF1/PDE4B/S100A14/HRH1/C5AR1/CCL4/CCL18/CCL3L1/CCL3/CD300H",48
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","87/1947","382/21069",1.37955936700442e-15,3.31306487983677e-13,2.34022418937187e-13,"CYP26B1/PGLYRP1/BTK/TYROBP/PRDM1/TFE3/FSTL3/FCGR2B/ACTB/IL4R/CEACAM1/PTPRC/TESC/IL12RB1/SOS2/RASSF2/SMAD7/RIPK2/LILRB1/TGFB1/JAK3/VSIR/ZMIZ1/PTPN6/NEDD9/CD83/VNN1/BCL6/CD86/IL1RL2/ID2/GPR68/TMEM131L/SASH3/INHBA/NCKAP1L/TNFAIP6/TNFSF9/LILRB2/RARA/SPINK5/TESPA1/HLX/IL10/TLR4/IRF4/DUSP10/NFKBIZ/IL2RG/ZEB1/ADAM8/BATF/PGLYRP3/ZBTB7B/NLRP3/IL20/CCR1/ZC3H12A/SYK/NFKBID/RHOH/INPP5D/PRELID1/FOS/JUNB/CEBPB/TRIB1/STAT5B/GATA2/EGR3/HCLS1/FES/CSF1/ZFP36L1/EVI2B/LILRB4/IL27/PNP/CR1/MAFB/AGER/LILRB3/TNF/NFAM1/LYN/PIK3R6/CCL3",87
"GO:0032635","GO:0032635","interleukin-6 production","61/1947","220/21069",2.10752651220672e-15,4.69978412222098e-13,3.31975040832562e-13,"BTK/TYROBP/HGF/IRAK3/BPI/TLR8/CSK/RIPK2/PTPN6/IL1A/IL1RL2/ARHGEF2/SLAMF1/MMP8/TNFAIP3/NCKAP1L/EREG/IL1B/KLF2/TICAM1/LILRB2/SYT11/C5AR2/HAVCR2/AKIRIN2/IL10/IL36A/IL36RN/TLR4/TLR2/ARRB2/NLRP12/BCL10/MAPK13/IL6R/MAPKAPK2/ZC3H12A/F2RL1/SYK/STAT3/INPP5D/PTAFR/CEBPB/CLEC7A/MYD88/TLR1/TLR6/LPL/GBA1/IL17RA/LILRB4/LILRA5/IL1RAP/ARID5A/PLCG2/SIRPA/AGER/AIF1/ORM1/TNF/LILRA2",61
"GO:0032675","GO:0032675","regulation of interleukin-6 production","61/1947","220/21069",2.10752651220672e-15,4.69978412222098e-13,3.31975040832562e-13,"BTK/TYROBP/HGF/IRAK3/BPI/TLR8/CSK/RIPK2/PTPN6/IL1A/IL1RL2/ARHGEF2/SLAMF1/MMP8/TNFAIP3/NCKAP1L/EREG/IL1B/KLF2/TICAM1/LILRB2/SYT11/C5AR2/HAVCR2/AKIRIN2/IL10/IL36A/IL36RN/TLR4/TLR2/ARRB2/NLRP12/BCL10/MAPK13/IL6R/MAPKAPK2/ZC3H12A/F2RL1/SYK/STAT3/INPP5D/PTAFR/CEBPB/CLEC7A/MYD88/TLR1/TLR6/LPL/GBA1/IL17RA/LILRB4/LILRA5/IL1RAP/ARID5A/PLCG2/SIRPA/AGER/AIF1/ORM1/TNF/LILRA2",61
"GO:0022604","GO:0022604","regulation of cell morphogenesis","79/1947","336/21069",4.44579538506149e-15,9.5722573739048e-13,6.76148191049279e-13,"FGR/PLXND1/CDKL5/SPAG9/ZRANB1/CD44/WDR1/MARK2/ARHGAP15/CAPZB/RAB21/CASS4/UNC13D/CRKL/MYH9/HCK/MYL12A/CORO1A/HPN/CCL7/CCL2/CORO1C/RASAL1/NEDD9/VEGFA/DBN1/GNA13/ARAP3/PTK2B/CXCR4/PREX1/CPNE5/FGD3/RAC2/STRIP2/MKLN1/DIAPH1/ITGA7/PLXNC1/ERMN/ACTR2/FGD4/CPNE9/SH3KBP1/MSN/DOCK5/ALDOA/DAB2/EPB41/ITGB2/CDC42EP3/ARPC2/CRK/RHOH/HAS2/RND1/CFL1/SYNE3/RHOG/MYADM/FES/FMNL1/P4HB/ARAP1/SEMA4D/C15orf62/PEAK3/RELN/SEMA4A/NTNG2/FLNA/SRC/CDC42SE1/ITSN2/ARC/PLXNB3/LST1/ITGB3/CCL3",79
"GO:1903706","GO:1903706","regulation of hemopoiesis","101/1947","491/21069",8.9963198729179e-15,1.87243404288331e-12,1.32261685149214e-12,"CYP26B1/PGLYRP1/BTK/TYROBP/PRDM1/SPI1/TFE3/FSTL3/FCGR2B/ACTB/IL4R/CEACAM1/PTPRC/KAT6A/TESC/RCOR1/IL12RB1/SOS2/HIF1A/NFKBIA/RASSF2/SMAD7/RIPK2/LILRB1/TGFB1/JAK3/VSIR/ZMIZ1/CSF3/PTPN6/NEDD9/MAPK14/CD83/VNN1/BCL6/CD86/IL1RL2/ID2/CSF3R/GPR68/PTK2B/TMEM131L/SASH3/INHBA/NCKAP1L/TNFAIP6/TNFSF9/ZFP36/LILRB2/RARA/SPINK5/ETS1/TESPA1/HLX/IL10/TLR4/IRF4/DUSP10/NFKBIZ/IL2RG/ZEB1/ADAM8/BATF/PGLYRP3/ZBTB7B/NLRP3/IL20/CCR1/ZC3H12A/SYK/NFKBID/RHOH/STAT3/INPP5D/PRELID1/KLF13/FOS/JUNB/CEBPB/TRIB1/STAT5B/GATA2/EGR3/HCLS1/FES/CSF1/ZFP36L1/EVI2B/LILRB4/IL27/PNP/CR1/MAFB/AGER/LILRB3/MIR221/TNF/NFAM1/LYN/PIK3R6/CCL3",101
"GO:0030217","GO:0030217","T cell differentiation","78/1947","336/21069",1.38488018618857e-14,2.75840800501579e-12,1.94843547338349e-12,"CYP26B1/TNFRSF9/PRDM1/SPI1/BCL3/JMJD6/ACTB/IL4R/PTPRC/IL12RB1/SOS2/SMAD7/RIPK2/RELB/JAK3/TNFSF8/VSIR/ZMIZ1/TCIRG1/CD83/VNN1/BCL6/CD86/IL1A/IL1RL2/IL18R1/EGR1/TMEM131L/SASH3/NCKAP1L/PREX1/GPR18/IL1B/TNFSF9/DLL4/LILRB2/RARA/SPINK5/DOCK2/CTSL/TESPA1/HLX/IRF4/VAV1/DUSP10/NFKBIZ/IL2RG/ZEB1/ADAM8/BATF/FCER1G/ZBTB7B/IL6R/NLRP3/ZC3H12A/SYK/CLEC4E/CLEC4D/NFKBID/RHOH/STAT3/PRELID1/GPR183/JUNB/PTGER4/PIK3CD/STAT5B/GBA1/EGR3/FUT7/ZFP36L1/LILRB4/SEMA4A/IL27/PNP/CR1/MAFB/PIK3R6",78
"GO:0050729","GO:0050729","positive regulation of inflammatory response","55/1947","193/21069",1.41366201410162e-14,2.75840800501579e-12,1.94843547338349e-12,"BTK/GRN/TNFRSF1A/PTGS2/NLRC4/OSM/LGALS1/NFKBIA/PIK3CG/IL1RL1/MMP8/CNR1/IL1B/FFAR2/NINJ1/ALOX5AP/ETS1/TLR4/TLR2/CASP1/NLRP12/S100A8/NFKBIZ/OSMR/TNIP1/PLA2G7/FCGR1A/ADAM8/CDK19/MAPK13/CAMK2N1/NLRP3/S100A9/S100A12/AIM2/FABP4/PTGER4/CEBPB/STAT5B/TLR10/NLRP6/LPL/GPR4/IL17RA/FFAR3/PDE2A/LILRA5/LRRK2/CASP4/PLCG2/SUCNR1/GPSM3/TNF/NAIP/CCL3",55
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","67/1947","267/21069",1.94131328908555e-14,3.67320005365157e-12,2.59461010566777e-12,"TYROBP/GAB2/SBNO2/SPI1/TFE3/FSTL3/CEACAM1/PSEN1/SNX10/TESC/CEBPE/MYH9/MMP9/RASSF2/RELB/LILRB1/TGFB1/CSF3/TCIRG1/LTBR/NEDD9/MAPK14/VEGFA/ID2/GPR68/INHBA/PDE1B/TNFAIP6/CBFA2T3/RARA/PPARG/TLR4/IRF4/TLR2/EPHA2/LBR/BATF/CD109/GAB3/IL20/CCR1/F2RL1/CITED2/IL31RA/INPP5D/GPR183/FOS/OSCAR/JUNB/PIK3CD/CEBPB/TRIB1/NRROS/GBA1/GATA2/HCLS1/FES/CSF1/ZFP36L1/EVI2B/LILRB4/SRC/MAFB/LILRB3/TNF/LYN/CCL3",67
"GO:0031349","GO:0031349","positive regulation of defense response","91/1947","427/21069",2.1919427205946e-14,4.02543833746843e-12,2.84341795643696e-12,"CREBBP/BTK/TYROBP/GRN/SPI1/TNFRSF1A/PVR/PTGS2/FCN1/NLRC4/OSM/LGALS1/EP300/NFKBIA/HCK/RIOK3/TLR8/RIPK2/PIK3CG/IL1RL1/MMP8/CNR1/ARG1/TASL/EREG/IL1B/FFAR2/NINJ1/EMILIN2/ALOX5AP/ETS1/HAVCR2/AKIRIN2/TLR4/TLR2/CASP1/SLC15A4/VAV1/NLRP12/S100A8/NFKBIZ/OSMR/TNIP1/PLA2G7/FCGR1A/ADAM8/GBP5/CDK19/MAPK13/CAMK2N1/NLRP3/S100A9/S100A12/MNDA/AIM2/F2RL1/CGAS/SYK/KLK5/KLK7/FABP4/FPR2/PTGER4/CEBPB/CLEC7A/STAT5B/TLR10/NLRP6/LPL/GPR4/IL17RA/PAK2/TBK1/LAMP1/FFAR3/PDE2A/HEXIM1/LILRA5/LRRK2/CASP4/SRC/PLCG2/SUCNR1/GPSM3/MIAT/TNF/LILRA2/NAIP/LYN/MMP12/CCL3",91
"GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production","63/1947","244/21069",2.83657554473799e-14,4.91988269481779e-12,3.47521974633105e-12,"BTK/TYROBP/IFNGR1/BCL3/PSEN1/PTPRC/IRAK3/BPI/RIPK2/LILRB1/CD33/VSIR/PTPN6/CLEC4A/CD86/IL1A/ARHGEF2/SLAMF1/MMP8/TNFAIP3/CD274/TNFRSF8/SASH3/GPR18/FRMD8/TICAM1/ZFP36/RARA/SYT11/C5AR2/HAVCR2/IL10/TLR4/TLR2/THBS1/ARRB2/BCL10/PTPRJ/ADAM8/LY96/MAPKAPK2/ZC3H12A/SYK/CYBB/STAT3/PTAFR/CD14/CLEC7A/MYD88/TLR1/LPL/LILRB4/LILRA5/LRRK2/ARID5A/PLCG2/SIRPA/UBE2J1/FCGR3A/AGER/ORM1/LILRA2/CCL3",63
"GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","63/1947","244/21069",2.83657554473799e-14,4.91988269481779e-12,3.47521974633105e-12,"BTK/TYROBP/IFNGR1/BCL3/PSEN1/PTPRC/IRAK3/BPI/RIPK2/LILRB1/CD33/VSIR/PTPN6/CLEC4A/CD86/IL1A/ARHGEF2/SLAMF1/MMP8/TNFAIP3/CD274/TNFRSF8/SASH3/GPR18/FRMD8/TICAM1/ZFP36/RARA/SYT11/C5AR2/HAVCR2/IL10/TLR4/TLR2/THBS1/ARRB2/BCL10/PTPRJ/ADAM8/LY96/MAPKAPK2/ZC3H12A/SYK/CYBB/STAT3/PTAFR/CD14/CLEC7A/MYD88/TLR1/LPL/LILRB4/LILRA5/LRRK2/ARID5A/PLCG2/SIRPA/UBE2J1/FCGR3A/AGER/ORM1/LILRA2/CCL3",63
"GO:0030593","GO:0030593","neutrophil chemotaxis","41/1947","121/21069",5.49129936253528e-14,9.266938708019e-12,6.54581630982157e-12,"EDN1/CXCL2/PIK3CG/CCL7/CCL2/BST1/CCL20/CSF3R/NCKAP1L/TNFAIP6/PREX1/TREM1/CXCL6/IL1B/RAC2/MPP1/C5AR2/VAV1/S100A8/FCER1G/ITGB2/JAML/S100A9/S100A12/CXCR1/CXCL3/CXCL5/PPBP/CXCL1/SYK/CXCL8/PIK3CD/C3AR1/CXCR2/PDE4B/C5AR1/CCL4/CCL18/CCL3L1/CCL3/CD300H",41
"GO:0002886","GO:0002886","regulation of myeloid leukocyte mediated immunity","30/1947","69/21069",6.63174230307106e-14,1.08969997211515e-11,7.69722998611295e-12,"FGR/BTK/TYROBP/GAB2/SPI1/FCGR2B/STXBP2/IL4R/UNC13D/HMOX1/STX4/ARG1/IL13RA2/CXCL6/ADGRE2/TICAM1/RAC2/PRAM1/FCGR1A/ITGB2/F2RL1/SYK/DDX21/CD300A/PTAFR/ITGAM/GATA2/FES/CD177/LYN",30
"GO:0002221","GO:0002221","pattern recognition receptor signaling pathway","61/1947","236/21069",6.90094702391254e-14,1.0899638376406e-11,7.69909383275584e-12,"BTK/BIRC3/TNIP3/FCN1/IRAK3/NLRC4/NFKBIA/RIOK3/TLR8/MEFV/RIPK2/CAV1/SLC15A3/MAPKAPK3/TNFAIP3/TASL/FFAR2/TICAM1/SEC14L1/NINJ1/IRAK2/HAVCR2/USP15/TLR4/IRF4/FLOT1/TLR2/CASP1/SLC15A4/ARRB2/BCL10/TIFA/TNIP1/EPG5/LY96/PIK3AP1/COLEC12/NLRP3/MAPKAPK2/AIM2/F2RL1/CLEC4E/CD300A/CD14/MYD88/RELA/TLR10/TLR1/TLR6/NLRP6/RPS6KA3/CD300LF/TREML4/S100A14/PELI1/PLCG2/DDX3X/TNF/LILRA2/NAIP/LYN",61
"GO:0045055","GO:0045055","regulated exocytosis","65/1947","261/21069",6.98247173376425e-14,1.0899638376406e-11,7.69909383275584e-12,"FGR/BTK/GAB2/SPI1/RAB27A/FCGR2B/STXBP2/IL4R/CEACAM1/PSEN1/LAT2/RPH3A/UNC13D/HMOX1/MYH9/HCK/CORO1A/STX4/VPS18/NAPA/RAB3D/PIK3CG/P2RX1/CBL/GNAI2/PLEK/RAP1A/CNR1/NR4A3/NCKAP1L/IL13RA2/RAP1B/ADGRE2/RAC2/SYT11/PRAM1/ARL8B/MICAL1/STX11/ANXA3/RAB5A/NOTCH1/RAB11FIP1/SYNJ1/ITGB2/F2RL1/STXBP5/SYK/PRKCB/STX3/CD300A/RAB31/PTAFR/ITGAM/PIK3CD/GATA2/FES/LAMP1/LRRK2/FCGR3A/CD177/LYN/MILR1/DOC2B/CCL3",65
"GO:0071674","GO:0071674","mononuclear cell migration","63/1947","253/21069",1.70163586899167e-13,2.59146691853268e-11,1.83051458050708e-11,"ITGAL/ALOX5/SPI1/STK10/ICAM1/CRKL/FLT1/CORO1A/PIK3CG/DOCK8/CCL7/CCL2/NEDD9/CCL20/SLAMF1/PADI2/DUSP1/PTK2B/CXCR4/TNFSF14/MYO1G/CCN3/THBS1/ITGB7/TRPM2/NLRP12/ABL2/ECM1/PLA2G7/MSN/ADAM8/JAML/IL6R/CXCL16/S100A12/CXCR1/CCR1/GREM1/CRK/GPR183/S1PR1/FPR2/PIK3CD/C3AR1/OXSR1/GBA1/FUT7/CXCR2/SPNS2/CSF1/S100A14/C5AR1/SIRPA/AGER/AIF1/TNF/LYN/ITGB3/PECAM1/CCL4/CCL18/CCL3L1/CCL3",63
"GO:0002224","GO:0002224","toll-like receptor signaling pathway","46/1947","152/21069",1.84084504528416e-13,2.73672296732245e-11,1.93311797988487e-11,"BTK/BIRC3/TNIP3/IRAK3/NFKBIA/TLR8/RIPK2/CAV1/MAPKAPK3/TNFAIP3/TASL/TICAM1/NINJ1/IRAK2/HAVCR2/TLR4/IRF4/FLOT1/TLR2/SLC15A4/ARRB2/BCL10/TNIP1/EPG5/LY96/PIK3AP1/COLEC12/MAPKAPK2/F2RL1/CD300A/CD14/MYD88/TLR10/TLR1/TLR6/NLRP6/RPS6KA3/CD300LF/TREML4/S100A14/PELI1/PLCG2/DDX3X/TNF/LILRA2/LYN",46
"GO:0045860","GO:0045860","positive regulation of protein kinase activity","93/1947","457/21069",2.05308550605574e-13,2.98127113949118e-11,2.1058575937267e-11,"CAMKK1/TENM1/GPRC5A/SLC11A1/MAP2K3/LCP2/TAB2/MARK2/EDN1/PSEN1/PTPRC/CASS4/TPX2/OSBPL8/CLSPN/CDC6/STK4/RASSF2/FLT1/CSK/CEMIP/TNFRSF10A/TGFB1/PIK3CG/DKK1/FAM20A/AREG/CAMKK2/GPRC5D/NEDD9/SASH1/VEGFA/HBEGF/PDGFRB/CD86/MOB1A/CCDC88A/RAP1A/SLC8A2/MOB3B/EGR1/TNFRSF10B/PTK2B/PIK3CA/NCKAP1L/CDKN1A/EREG/IL1B/BMP2/SNX9/TAOK3/AGAP2/TLR4/THBS1/FGF2/CENPE/IQGAP1/PIK3R5/RALB/FCGR1A/ADAM8/ACSL1/NRG1/NCF1/PINK1/IL6R/S100A12/TGFA/SPDYA/PRKCD/SYK/GREM1/CD300A/ADAM9/MAP2K1/AKAP13/MOB3A/MAP3K11/TLR6/ERN1/PAK2/TNFSF15/CSF1/LILRA5/LRRK2/RELN/PTPN1/SRC/AGER/DDX3X/TNF/ITGB3/PIK3R6",93
"GO:0008154","GO:0008154","actin polymerization or depolymerization","57/1947","217/21069",2.17952994359107e-13,3.09295112904151e-11,2.18474413005899e-11,"GAS7/TENM1/WAS/WDR1/CAPZB/SSH1/PLEKHG2/HCK/CORO1A/COTL1/MTPN/CSF3/PFN1/PPP1R9B/DBN1/WIPF1/PLEK/CAPZA1/PTK2B/PIK3CA/NCKAP1L/PREX1/VASP/SNX9/ARPC1B/DIAPH1/MICAL2/SPIRE1/MICAL1/SPTBN5/TMOD3/DIAPH3/PSTPIP1/SSH2/DAAM2/PSTPIP2/CYRIB/NPHS1/ARPC5/CDC42EP3/ARPC2/PRKCD/F2RL1/ARF6/CFL1/GRB2/MYADM/HCLS1/C15orf62/SVIL/CYRIA/FCHSD1/MSRB1/CAPZA2/AIF1/TMSB4X/TWF2",57
"GO:0042116","GO:0042116","macrophage activation","43/1947","139/21069",4.85605420785107e-13,6.73804499418268e-11,4.75950108325052e-11,"TYROBP/SLC11A1/IFNGR1/GRN/SBNO2/JMJD6/FCGR2B/IL4R/CST7/PTPRC/BPI/HAMP/IL1RL1/MMP8/CD93/TICAM1/SYT11/HAVCR2/DYSF/IL10/TLR4/TLR2/THBS1/VSIG4/IFNGR2/ITGB2/ZC3H12A/IL31RA/SYK/ITGAM/TLR1/TLR6/SPHK1/LRRK2/MYO18A/C5AR1/PLCG2/SUCNR1/FCGR3A/AGER/AIF1/TNF/CCL3",43
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","63/1947","259/21069",5.29458389098879e-13,7.18682213376826e-11,5.07650034399154e-11,"CFLAR/MPO/TYROBP/ALOX5/GNAI3/CYB5R4/RAB27A/EDN1/NCF4/HIF1A/ABCD1/TGFB1/BST1/CRYAB/MAPK14/SOD2/PDGFRB/GNAI2/NFE2L2/NCF2/GADD45A/MMP8/PTK2B/PREX1/CDKN1A/RAC2/SESN2/GCH1/TLR4/PRCP/THBS1/PMAIP1/VAV1/IL19/MMP3/XDH/NCF1/PINK1/HK2/G6PD/ITGB2/ACOX1/ZC3H12A/PRKCD/F2RL1/SYK/CYBB/NCF1C/ARF4/ITGAM/FPR2/CLEC7A/NRROS/TLR6/SH3PXD2B/GRB2/NCF1B/LRRK2/PLCG2/SLC5A3/CD177/TNF/HP",63
"GO:0036230","GO:0036230","granulocyte activation","27/1947","61/21069",6.97434279221709e-13,9.26548859459649e-11,6.54479200434258e-11,"KMT2E/TYROBP/GRN/SPI1/FCGR2B/STXBP2/STX4/PREX1/CXCL6/PRAM1/ANXA3/FCER1G/ITGB2/PRKCD/CAMP/F2RL1/SYK/CD300A/PTAFR/CXCL8/ITGAM/MYD88/CXCR2/CD177/TNF/LILRA2/CCL3",27
"GO:0043300","GO:0043300","regulation of leukocyte degranulation","26/1947","57/21069",7.81311363747003e-13,1.01635586567423e-10,7.17915485548233e-11,"FGR/GAB2/SPI1/FCGR2B/STXBP2/IL4R/CEACAM1/UNC13D/HMOX1/STX4/NCKAP1L/IL13RA2/ADGRE2/RAC2/PRAM1/ITGB2/F2RL1/SYK/CD300A/PTAFR/ITGAM/GATA2/FES/LAMP1/CD177/LYN",26
"GO:0042119","GO:0042119","neutrophil activation","25/1947","53/21069",8.3581414019988e-13,1.0650660186547e-10,7.52322502134801e-11,"KMT2E/TYROBP/GRN/SPI1/FCGR2B/STXBP2/PREX1/CXCL6/PRAM1/ANXA3/FCER1G/ITGB2/PRKCD/CAMP/F2RL1/SYK/CD300A/PTAFR/CXCL8/ITGAM/MYD88/CXCR2/CD177/TNF/LILRA2",25
"GO:0006887","GO:0006887","exocytosis","83/1947","397/21069",9.15227997788706e-13,1.14293672363854e-10,8.0732743383888e-11,"FGR/BTK/GAB2/SPI1/RAB27A/FCGR2B/RAB7A/STXBP2/IL4R/CEACAM1/RAB21/PSEN1/LAT2/RPH3A/UNC13D/HMOX1/MYH9/HCK/SYTL4/CORO1A/STX4/VPS18/NAPA/RAB3D/PIK3CG/SEPTIN4/P2RX1/CBL/LIN7A/GNAI2/SDC1/PLEK/RAP1A/CNR1/NR4A3/NCKAP1L/IL13RA2/RAB9A/RAP1B/ADGRE2/RAC2/SYT11/PRAM1/ARL8B/MICAL1/STX11/MYO1G/SDCBP/ANXA3/RALB/RAB5A/NOTCH1/RAB11FIP1/SYNJ1/ITGB2/CCR1/F2RL1/STXBP5/SYK/RAB8B/PRKCB/STX3/RAB8A/CD300A/RAB3IL1/RAB31/PTAFR/ITGAM/PIK3CD/RAB33B/SMCR8/TRIM72/GATA2/FES/TNFAIP2/LAMP1/LRRK2/FCGR3A/CD177/LYN/MILR1/DOC2B/CCL3",83
"GO:0032970","GO:0032970","regulation of actin filament-based process","88/1947","434/21069",1.13401765181965e-12,1.38839337607095e-10,9.80708763905947e-11,"TENM1/WAS/CNN2/WDR1/FSCN1/CAPZB/EDN1/SSH1/PLEKHG2/PPM1F/MYH9/HCK/CORO1A/COTL1/MTPN/CAV1/TGFBR1/CSF3/PFN1/ODAM/BST1/ARHGDIB/NEDD9/PDGFRB/DBN1/IL1A/CCDC88A/PLEK/CAPZA1/PTK2B/PIK3CA/NCKAP1L/LRP1/VASP/RAC2/SNX9/ARPC1B/GMFG/MYBPC3/DSC2/FHOD1/SPTBN5/TMOD3/FRMD6/GPR65/IQGAP1/SSH2/ARHGDIA/TRPM2/ABL2/PHLDB2/DAAM2/EPHA1/CYRIB/GRHL3/STC1/NPHS1/ARPC5/CDC42EP3/ARPC2/PRKCD/F2RL1/ARF6/CRK/RHOH/AKAP13/S1PR1/PTGER4/RND1/JUP/RHOG/GRB2/MYADM/HCLS1/PAK2/FES/PDE4B/ARAP1/C15orf62/PEAK3/FLNA/SVIL/CYRIA/FCHSD1/CAPZA2/TMSB4X/TWF2/ITGB3",88
"GO:0032640","GO:0032640","tumor necrosis factor production","59/1947","239/21069",1.48027307574119e-12,1.74392926130716e-10,1.2318459160587e-10,"BTK/TYROBP/IFNGR1/BCL3/PSEN1/PTPRC/IRAK3/BPI/RIPK2/LILRB1/CD33/VSIR/PTPN6/CLEC4A/IL1A/ARHGEF2/SLAMF1/MMP8/TNFAIP3/TNFRSF8/SASH3/GPR18/FRMD8/TICAM1/ZFP36/RARA/SYT11/C5AR2/HAVCR2/IL10/TLR4/TLR2/THBS1/ARRB2/PTPRJ/LY96/MAPKAPK2/ZC3H12A/SYK/CYBB/STAT3/PTAFR/CD14/CLEC7A/MYD88/TLR1/LPL/LILRB4/LILRA5/LRRK2/ARID5A/PLCG2/SIRPA/UBE2J1/FCGR3A/AGER/ORM1/LILRA2/CCL3",59
"GO:0032680","GO:0032680","regulation of tumor necrosis factor production","59/1947","239/21069",1.48027307574119e-12,1.74392926130716e-10,1.2318459160587e-10,"BTK/TYROBP/IFNGR1/BCL3/PSEN1/PTPRC/IRAK3/BPI/RIPK2/LILRB1/CD33/VSIR/PTPN6/CLEC4A/IL1A/ARHGEF2/SLAMF1/MMP8/TNFAIP3/TNFRSF8/SASH3/GPR18/FRMD8/TICAM1/ZFP36/RARA/SYT11/C5AR2/HAVCR2/IL10/TLR4/TLR2/THBS1/ARRB2/PTPRJ/LY96/MAPKAPK2/ZC3H12A/SYK/CYBB/STAT3/PTAFR/CD14/CLEC7A/MYD88/TLR1/LPL/LILRB4/LILRA5/LRRK2/ARID5A/PLCG2/SIRPA/UBE2J1/FCGR3A/AGER/ORM1/LILRA2/CCL3",59
"GO:0018212","GO:0018212","peptidyl-tyrosine modification","86/1947","422/21069",1.54107220065972e-12,1.78193607794802e-10,1.25869249917432e-10,"FGR/BTK/GPRC5A/HGF/CD44/MAP2K3/TNFRSF1A/PKM/PSEN1/PTPRC/IL12RB2/CASS4/IL11/OSM/PTK6/HCK/FLT1/CSK/RIPK2/TGFB1/JAK3/CAV1/CSF3/AREG/BST1/CBL/CAMKK2/SH2B3/PTPN6/NEDD9/VEGFA/HBEGF/PDGFRB/ARHGEF2/PTK2B/RAP2C/EREG/TPST2/SH3BP5/ARRB2/EPHA2/ABL2/EPHA1/NCAPG2/PTPRJ/FCGR1A/BMP6/SAMSN1/NRG1/NCF1/ITGB2/SHC1/IL6R/ITGA5/IL20/IL24/TGFA/PRKCD/SPINK1/IL31RA/SYK/GREM1/CD300A/PBK/MAP2K1/CLCF1/CLK3/HCLS1/PAK2/AATK/RAP2B/FES/SOCS3/LILRB4/TNFRSF18/LILRA5/SEMA4D/RELN/PTPN1/SRC/PLCG2/MIR221/TNF/LYN/ITGB3/PECAM1",86
"GO:0070661","GO:0070661","leukocyte proliferation","89/1947","446/21069",2.13732970293699e-12,2.42645212093429e-10,1.71395434551311e-10,"BTK/TYROBP/CD22/BID/SLC11A1/TNFRSF1B/TNFRSF9/CNN2/FCGR2B/PTPRC/IL12RB1/CSF2RB/SOS2/ELF4/TNFSF13B/CORO1A/RIPK2/LILRB1/RASAL3/CLC/JAK3/PIK3CG/TNFSF8/DOCK8/VSIR/BST1/TCIRG1/PTPN6/BCL6/CD86/IL1A/SLAMF1/TNFAIP3/ARG1/CD274/TMEM131L/SASH3/NCKAP1L/CDKN1A/IL1B/TNFSF9/TNFSF14/TICAM1/RAC2/LILRB2/CD180/DOCK2/HAVCR2/IL10/TLR4/MSN/VSIG4/PLA2G2F/ZBTB7B/NCSTN/MNDA/PRKCD/F2RL1/SYK/GREM1/CD300A/CCDC88B/INPP5D/GPR183/JUNB/PTEN/CEBPB/MYD88/STAT5B/CLCF1/GAPT/GBA1/TBK1/CSF1/IRS2/LILRB4/TNFRSF4/CD55/IL27/PELI1/CSF2RA/PNP/CR1/FCGR3A/AGER/AIF1/LST1/LYN/RASSF5",89
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","85/1947","420/21069",3.0716552233469e-12,3.4248955740318e-10,2.41921717778638e-10,"FGR/BTK/GPRC5A/HGF/CD44/MAP2K3/TNFRSF1A/PKM/PSEN1/PTPRC/IL12RB2/CASS4/IL11/OSM/PTK6/HCK/FLT1/CSK/RIPK2/TGFB1/JAK3/CAV1/CSF3/AREG/BST1/CBL/CAMKK2/SH2B3/PTPN6/NEDD9/VEGFA/HBEGF/PDGFRB/ARHGEF2/PTK2B/RAP2C/EREG/SH3BP5/ARRB2/EPHA2/ABL2/EPHA1/NCAPG2/PTPRJ/FCGR1A/BMP6/SAMSN1/NRG1/NCF1/ITGB2/SHC1/IL6R/ITGA5/IL20/IL24/TGFA/PRKCD/SPINK1/IL31RA/SYK/GREM1/CD300A/PBK/MAP2K1/CLCF1/CLK3/HCLS1/PAK2/AATK/RAP2B/FES/SOCS3/LILRB4/TNFRSF18/LILRA5/SEMA4D/RELN/PTPN1/SRC/PLCG2/MIR221/TNF/LYN/ITGB3/PECAM1",85
