Symbol	ICU_06	ICU_25	ICU_26	ICU_27	NON_07	NON_19	NON_20	NON_22	NON_23	NON_26	NON_28
NDUFS1	3898	2650	1040	2643	3287	2348	3255	5369	3283	2153	3419
RB1CC1	7256	4135	5160	6435	4220	2269	4857	10291	4724	2531	5209
ERP44	7750	4591	3020	5080	4926	3876	3729	6529	6045	3651	4618
ALAS1	2016	1491	2076	2294	1246	3261	1115	2505	1475	2488	1291
BIRC3	3073	3296	2415	5200	3035	860	938	2725	2567	1907	1947
AKAP11	4634	1615	342	1782	2346	1482	2506	5937	2690	774	3989
GLRX2	1775	1236	285	810	1031	838	1242	2619	1436	1195	1232
SNAPC1	1801	697	5049	1817	872	490	947	2086	984	720	990
DERA	2006	1894	911	1310	1352	1995	1557	2657	2085	1558	1697
STRAP	8464	6028	2932	4584	4560	5014	4928	8287	5368	4321	5607
ABCC2	303	128	118	171	184	361	330	680	306	327	125
DEF6	1863	1028	1162	2001	1270	2366	964	1791	1775	1246	1136
PLEKHO1	705	413	1897	2092	363	689	297	544	630	850	465
GCLM	5296	5013	1521	3914	3122	3101	4428	10755	3337	2045	4900
UBR2	3968	2365	2270	3864	2277	2778	2548	5243	3132	1069	3702
EHD2	255	366	146	642	462	90	23	71	132	568	76
DEPDC1	279	483	57	358	276	176	222	962	180	226	120
CCDC28A	3531	1506	1419	2325	3230	2909	2666	4303	5577	4441	2636
RRAGD	3165	2292	3248	3007	2730	3370	3817	5327	3970	3255	2835
HSF2	1881	1304	480	1106	1519	1700	2639	3938	2128	872	2423
PHF20	2130	1038	2151	2485	1631	1211	1150	2395	1585	1393	1388
HSD17B6	26	40	6	20	32	208	201	354	34	48	37
NR1H3	424	231	152	353	400	562	209	514	391	595	392
TYMP	4130	1457	3470	14145	4104	3117	1775	5465	7290	3486	8200
NCAPH2	1006	624	999	1499	644	1230	735	1167	1122	1285	1014
TOMM34	1192	617	530	1301	1257	2290	1162	2144	1994	3964	1000
SEC63	7824	4558	1460	4374	4555	5315	6931	11413	6049	2814	7622
KPNA6	1385	1085	987	1432	1439	1178	827	1787	1265	1479	963
VIM	5854	13308	11042	19027	2304	2576	1847	2258	3949	1576	1575
RTEL1-TNFRSF6B	14	28	22	42	11	22	6	14	1	14	12
FAS	3955	1386	1503	3148	1664	846	1420	2826	1966	516	2762
RNASET2	2449	952	2377	3996	703	2319	883	1561	1446	2482	817
CD44	44788	34494	44340	73625	15512	9130	5522	15217	6667	3044	11787
KCNG1	12	6	18	34	35	12	4	32	16	22	27
AGPAT4	778	880	241	555	838	1337	425	1394	425	1094	263
SLAMF7	1057	678	3741	4906	368	190	114	235	766	226	466
BTN3A1	1539	260	801	2110	812	2011	488	1428	2433	563	909
MIPEP	2737	942	252	1388	2662	3456	3410	6422	4536	5763	4814
PRKCH	1373	1049	3184	2410	736	641	362	990	821	610	525
INSRR	0	0	0	4	0	0	2	0	0	0	0
IFNGR1	16411	8454	21311	24207	5929	5830	4166	10137	4885	3001	6479
B4GALT7	808	392	334	785	726	1245	578	1130	1180	1404	822
SH2D2A	71	36	61	86	33	43	16	20	101	46	49
VRK2	553	406	417	522	401	380	344	586	437	169	504
TNFRSF1B	13122	3006	33592	49439	761	1936	194	338	512	788	158
VEZT	2650	1643	766	1579	1643	1261	1769	4013	2216	1409	2010
POU2F2	317	268	790	823	243	142	122	455	275	348	256
BRD9	978	760	611	1076	789	1894	931	1826	1148	1424	1127
SNX1	3425	1883	1928	3351	2763	2234	1198	2302	2367	3176	1690
TBPL1	1975	1304	345	928	1529	785	1326	2356	2039	1325	1091
BMAL2	1767	2399	2034	2188	1543	1117	834	1847	1168	1472	936
BCLAF1	14911	7735	3709	9081	9070	7628	11349	19568	11227	4218	12405
SLC39A9	4782	4008	1692	2764	3776	5454	3468	6740	5041	2603	4725
ANK1	96	102	30	34	84	122	56	123	121	54	102
IBSP	2	0	0	6	2	0	2	6	8	0	2
TFB1M	564	361	138	240	493	611	588	1077	844	436	581
RABEP1	2134	889	586	1219	1117	841	1499	3223	1463	552	2036
HMGB3	3530	1826	1110	2258	4275	2618	1259	2133	1638	3002	1478
NUP160	2799	1570	442	1340	1568	1246	1643	3815	1827	843	2271
BAK1	1337	1012	850	956	912	1486	543	916	1116	904	996
MUSK	2	1	2	0	4	14	8	3	8	2	11
IKZF2	4727	3525	600	2516	2888	2947	3468	9221	4580	1572	3962
GRN	8082	6233	29755	15937	3562	9039	2471	4503	4277	5610	2978
FAM13B	3772	1914	1059	1810	1917	1334	1696	3254	2006	1044	2507
ARHGAP31	138	92	329	486	127	183	38	62	93	72	95
CENPQ	559	350	126	359	292	194	378	692	294	160	569
SARS1	2829	2220	1934	2592	2313	3863	1835	2744	3212	5216	2139
RANBP3	1277	770	928	1360	1157	1422	762	1599	1243	2034	1207
ARID4A	1438	963	1102	1382	659	564	814	1358	947	241	1043
EIPR1	1528	780	553	1270	1868	1664	1107	2117	2101	2713	1691
PNPLA6	2035	1283	2386	3864	870	650	274	683	772	1509	472
IFT88	3544	1275	335	2692	3944	3954	6491	11014	6828	2798	6327
ALG1	673	392	172	704	548	811	690	926	511	389	753
ZCCHC8	2375	1725	577	1001	1654	1294	1411	2797	1547	840	1635
ABCF2	659	605	170	568	629	664	455	912	714	1268	599
CHPF2	1237	889	1605	2060	723	1351	956	1381	1044	1126	1032
LRRC7	4	34	1	10	10	9	14	20	21	5	12
FUT8	1283	596	111	867	1144	816	817	1442	1140	383	1378
UBA6	8639	5752	2040	4158	4025	2935	4112	8994	5846	1427	6100
GAB2	1161	568	6292	4573	235	890	246	424	335	382	271
ATP6V0A1	773	698	2295	1197	420	837	288	756	453	1060	409
PIAS1	2203	1588	2476	2580	1372	1236	1110	2215	1474	775	1417
SLC4A7	1261	822	145	999	736	436	556	1269	480	101	626
APBA2	28	6	12	58	24	33	28	109	48	50	55
MAP2K3	5650	5027	15615	12618	2420	3625	1603	3696	2145	4773	1711
CLXN	9089	2484	371	8956	13563	10007	12833	29631	21971	23042	13813
TMSB10	25931	28577	24223	33487	22267	37423	15181	28507	47942	90898	23874
ASTE1	331	207	53	141	262	352	318	620	383	150	317
RNF19A	7893	5494	2398	4011	4465	2229	4374	6971	4997	1450	4447
PEX3	1436	655	104	551	772	699	1205	2341	1099	406	1551
GABARAPL2	10390	5195	8003	10575	6694	4879	5894	10074	8635	8870	6149
MYOC	0	1	0	0	0	0	0	0	0	0	0
SH3YL1	5398	2806	341	2165	3823	2266	3540	6421	4028	2504	3225
FAM136A	2831	2061	1014	1892	2497	3714	2864	4289	3018	2977	2453
VCL	3384	4659	1400	3095	2717	2674	2270	4576	2510	2518	2264
DEPDC1B	98	216	28	166	58	32	32	98	22	8	18
DAPK2	349	662	528	855	177	1156	382	480	427	377	89
NSMAF	5724	3157	6920	12115	2150	2629	2174	3639	2374	920	2854
ADSS2	4468	2303	1113	2741	2890	1878	4117	7202	3748	1936	4198
STAP1	414	103	20	424	627	396	1185	2706	498	232	737
TIMP2	1406	1451	3902	2329	588	502	255	481	553	434	214
RFC1	1996	1173	761	1217	1348	1203	1235	2441	1659	824	1606
TBC1D23	3539	2675	1840	2476	1534	1129	1784	3677	1995	904	2038
CUL3	3185	2218	3725	2967	1860	1507	1380	2373	1351	676	2157
MYOM2	142	61	30	64	258	124	111	268	551	629	83
OTC	4	0	0	0	0	0	0	0	6	0	0
CYP46A1	22	6	6	36	66	83	45	201	30	42	58
ZZZ3	2603	1598	272	1137	1546	1416	1601	2834	1955	496	2435
SLC18A1	2	6	0	4	0	2	4	0	0	2	0
USP2	868	373	110	1033	1047	1287	1484	3615	1847	2773	1498
CASR	6	2	0	2	0	4	0	2	8	8	2
TUBG2	287	223	62	179	272	473	256	626	415	313	242
RPL26L1	1967	1338	503	983	1616	1871	1854	2782	2007	2818	1922
FLT4	2	9	4	6	0	0	0	2	0	0	4
NSUN2	2735	2582	1023	1882	1794	2136	1519	2877	2317	1434	2323
FBXO42	1003	631	981	1046	951	1074	640	1310	1099	1093	766
MFAP3	1967	1312	694	1111	1256	849	860	1517	1280	704	1175
MRI1	288	206	114	307	191	199	220	328	206	172	328
METTL1	362	261	122	281	211	320	186	391	297	641	330
HOXC8	0	38	0	0	40	0	0	0	4	0	0
AGA	2423	1547	342	801	1269	1787	1654	2656	2160	1025	1545
PI4K2B	2759	2015	664	1810	1416	1189	1652	3282	1813	1367	2692
BOD1L1	3113	1704	2549	4522	1355	1735	1510	2726	1392	568	2042
MAT2B	6852	3479	1370	3837	4199	4059	4836	7680	5676	3302	6730
TLL1	121	90	46	8	37	18	7	40	38	22	66
EDC4	285	167	524	761	342	381	242	274	140	85	252
TRIO	1339	2238	1166	1516	1162	1515	1120	1968	675	625	968
VCAN	2304	298	1312	7227	713	645	680	1136	644	449	1524
CLEC16A	832	662	386	874	796	838	547	1425	868	1145	618
MSR1	573	533	416	481	145	340	256	947	869	167	192
CDH1	10402	10064	2635	8110	8377	9330	8285	14310	13071	7477	7081
MTREX	3781	1992	733	1886	2531	1376	2020	4038	2857	1415	2886
DNAH5	13027	5072	370	9214	14420	12805	25809	55653	25328	9242	33449
ZFYVE16	2229	857	3430	3444	862	526	746	1862	1075	486	1077
RIPOR1	561	495	1983	1343	320	672	313	613	362	692	365
C6	22	16	0	4	12	8	164	108	18	74	545
RAI14	4693	2384	1397	3563	3689	2847	2369	3631	2667	1227	3062
SOX30	4	15	2	0	4	4	3	29	6	43	6
PNKP	763	446	613	1214	722	658	456	845	938	2557	517
BEST2	4	7	1	0	0	0	0	32	2	8	0
PHLPP2	314	280	105	140	217	375	303	555	417	149	505
SPDL1	585	674	242	367	290	412	374	961	392	304	309
STAU2	2361	1533	900	1341	1313	1488	1701	3222	1474	1324	1629
SLC66A1	387	432	610	624	337	593	296	572	507	597	302
CTNS	1204	927	849	1294	1156	1284	703	1476	1259	1218	833
RTN4R	36	18	12	52	32	24	4	10	24	84	20
PHF23	2447	1966	3390	2699	1544	1217	848	1332	1764	2190	741
CDH10	0	2	0	0	4	2	0	0	0	0	0
INPP4A	1127	606	438	989	739	640	514	1382	1100	481	681
RAB27B	1970	2800	899	1414	732	1228	1153	2835	1826	516	2153
PSMA4	13838	10300	4341	6745	9663	9618	11252	20256	15442	8697	12397
MYO16	29	71	13	26	43	50	58	65	34	45	59
LSG1	1526	1071	738	1129	1386	2300	1104	2132	1917	2182	1410
PARP3	1173	530	144	795	1028	1768	832	1731	1562	893	1830
TNC	8817	3485	711	5746	7441	1404	408	3261	3544	124	5767
THAP3	486	311	295	325	496	401	256	494	560	932	340
RIPOR3	788	351	345	389	317	272	124	278	173	44	313
TDP1	1133	542	351	629	1001	1044	957	1680	1280	1126	969
AIFM2	575	692	334	595	542	802	496	778	872	1184	380
C2orf83	6	21	0	0	0	2	0	0	0	0	0
SPATA7	1724	711	96	410	1657	1459	2180	4679	2808	1862	2217
MED17	263	167	67	137	247	116	154	305	330	184	224
RETSAT	2248	2399	1173	2145	1737	2063	1022	1976	1499	1278	1389
CAPG	5580	6256	6269	6116	3743	3977	1986	3254	4883	4691	4053
AP2S1	1326	1516	2080	2015	1489	2134	724	1502	1486	6173	907
USH2A	41	69	0	40	92	76	94	202	148	26	114
ZPBP	21	25	0	2	7	34	53	62	72	36	42
TG	191	150	248	283	146	72	32	49	40	22	44
ADAM28	16918	4393	2052	6139	20439	12848	6511	14020	7761	2707	13157
BARX2	228	668	189	427	324	160	466	457	424	440	268
DCUN1D1	3246	2116	960	1836	2024	1238	1719	3511	1888	1107	1935
JADE2	1124	835	404	817	1083	1390	765	1489	1522	1114	1234
ZIC2	4	6	6	0	2	2	0	0	0	0	0
LCP2	15120	7003	35834	48486	1083	2571	400	642	822	420	314
TRIT1	1540	840	231	885	1619	2505	2106	4913	2464	2003	2561
ADRB1	598	226	84	364	646	732	929	1530	914	722	956
GUCA2B	0	6	14	4	0	0	0	0	2	2	0
CUL7	945	401	299	737	906	899	581	1355	1103	1276	899
CTNNA1	18311	15314	13467	15111	15500	15228	12447	21359	18677	14904	13452
PHKA2	624	322	283	709	483	667	307	636	533	280	406
CNTLN	770	324	60	399	607	529	600	1078	693	456	524
EPHA3	0	4	4	4	2	0	0	2	4	0	0
HSPA5	36798	23304	36742	42714	26281	18309	12936	25592	22153	26434	19290
DSG2	4783	4264	874	3701	3107	1843	1933	5149	2927	1518	3576
GEMIN8	1278	290	221	804	1789	1207	611	2525	1591	812	1156
OFD1	3422	2160	961	1930	3835	2785	3941	8507	4786	3551	4632
GPM6B	644	280	102	365	832	636	1528	3115	737	549	1301
MAGEC2	0	6	0	0	2	0	0	0	0	0	0
PREX2	34	27	0	10	2	8	8	12	22	14	12
WDR37	1506	975	935	1530	756	1096	812	1686	969	647	944
YTHDC2	3113	2368	674	2031	1590	1826	2614	5161	1763	498	2665
CTPS2	1690	897	205	590	1447	1536	1341	2728	1670	733	1679
ATP6V1H	2286	1899	2453	2069	1982	1213	1343	2533	1842	1433	1300
POLR2B	6379	4175	2170	3729	3862	3984	4104	6987	3663	1259	5523
ATOSA	9267	5739	2717	5295	4935	4781	7362	12217	5447	1630	7016
ARAP2	3074	2798	1519	2155	1559	1211	1644	4476	2004	1013	2969
TPR	3764	1890	3507	5480	2763	4073	2460	4371	3300	1392	2979
CP	9818	6518	4056	11114	12174	9486	5894	4752	6705	5247	2710
KATNIP	1966	691	885	2716	2277	2901	1586	4160	2513	4398	1653
DTNBP1	825	412	864	804	611	1119	513	781	935	1640	682
XK	371	144	22	164	417	368	499	1289	348	233	536
ANO2	30	30	44	28	57	22	10	16	46	14	32
C12orf4	1839	962	304	810	1300	1318	1259	2325	1749	798	1423
SCML1	1839	610	391	782	560	571	1340	2888	1019	132	1907
WWC3	1401	503	1258	2169	1115	942	538	1216	1055	946	723
ARHGAP6	278	178	46	135	174	76	177	529	142	102	192
FAM184B	8	18	20	20	11	13	10	18	9	4	18
MAP4	1543	1216	872	1993	1648	1810	976	2194	2278	2474	1360
GOPC	4230	1549	328	1499	2556	1569	2433	4165	2745	1089	3005
ROS1	14	4	0	4	2	0	2	0	0	0	0
USP28	1487	537	188	689	1267	654	491	1077	1048	768	792
HDAC9	673	1041	419	488	353	342	340	943	1330	387	972
TSPAN17	1768	1048	1172	1714	1560	2441	1215	1875	2111	2386	1261
NOP16	910	1403	534	524	496	776	478	895	845	1277	633
CC2D2A	4158	1458	165	2970	6413	6231	6459	12379	7731	11884	5691
RRM2B	3284	1694	992	2268	2120	1339	2708	4428	2214	1096	2594
ZNF800	1471	1324	546	972	820	633	1014	1902	1096	529	1204
TNFRSF17	43	6	0	8	2	6	12	2	8	4	4
SNX29	913	309	449	1011	756	1077	797	1699	2020	1969	998
LMO3	69	94	20	14	78	137	84	256	64	4	61
MRPS10	2900	2349	1335	1779	2189	1413	1788	2941	2278	2396	2388
GUCA1A	0	0	2	0	0	2	0	2	0	0	0
RSF1	2238	1331	1341	1526	1549	1310	1362	2557	1661	636	1956
VPS13D	2626	1819	1998	2587	1500	2933	1579	2492	1742	1321	1496
CELF2	2359	1231	2284	3851	991	1014	1985	2146	508	248	298
FAM120A	13345	8274	2500	8134	9769	7361	6058	12744	12069	9562	6411
R3HDM1	1743	903	347	649	893	991	1175	2269	985	428	976
COL9A2	1182	218	477	2656	687	1500	589	1049	1335	1248	458
KITLG	4218	1758	272	922	1895	684	1540	3650	1595	400	2645
ERCC8	1202	628	122	510	714	663	864	1541	853	435	1119
ADAMTS6	26	11	40	20	4	32	14	67	28	0	38
H6PD	2646	1519	1543	2643	2712	3021	1758	2899	1992	2248	1877
VAMP3	5019	3543	3307	4484	4365	5957	3238	5226	5174	4480	5104
PER3	994	506	353	488	191	1466	1679	2946	1785	216	3397
UTS2	12	5	8	13	14	0	1	0	2	14	0
TNFRSF9	28	13	172	391	4	14	2	24	34	6	0
EPN3	853	855	1317	958	700	1539	557	1017	721	772	546
LTBP1	542	646	99	378	589	179	209	460	438	203	198
RCN1	6635	5206	812	3192	4954	3890	6133	8940	7223	5176	5309
ELN	1025	82	2	807	1998	358	504	1611	686	543	1450
RFC2	1135	746	731	1112	726	980	581	1177	818	1551	649
ARID1B	3411	2035	764	2619	2657	2360	2702	5131	3377	2223	3176
CLPTM1L	3936	1929	2052	3424	3907	4745	2567	4627	3413	4734	3390
NEDD4L	5365	3622	2599	4674	5775	5698	6402	12068	5557	9533	4923
FOXP3	4	4	4	8	10	10	2	3	2	14	6
PPP1R3F	245	149	95	153	344	236	216	383	322	695	199
HEXB	6413	4982	7830	5006	3990	4700	3807	7130	4828	2842	4887
PTCD2	704	266	64	227	488	408	447	898	556	226	563
NEXMIF	576	94	24	214	224	230	661	1202	246	98	554
JKAMP	4893	2309	806	2253	3810	3220	3500	6544	3646	1199	4163
DKK3	742	248	50	146	796	176	212	326	448	12	1660
ARHGEF5	1001	835	508	639	810	767	431	799	768	775	495
NFE2L3	1809	1589	370	1349	1251	1143	1057	3360	865	470	2319
MCUR1	1095	1128	843	945	933	1069	819	1510	915	1988	849
LIMA1	13084	7191	2783	5324	7212	6191	6317	9994	6523	2280	8361
LETMD1	2651	1513	534	1321	2567	3107	2199	4342	3200	1948	3275
SLC4A8	905	276	124	361	568	1875	2098	3082	1619	710	2431
LAMC3	0	2	2	20	3	0	0	0	0	0	0
PTGER3	54	124	10	134	158	28	60	523	22	22	154
TNIP3	239	318	398	1359	133	276	12	48	33	44	27
MAPK9	1640	1280	676	1064	1186	2390	1923	2974	1759	1430	1937
COL23A1	108	38	32	20	68	35	16	18	16	8	44
BCAR1	1948	1638	940	2044	1751	1851	1129	2297	1737	3246	1441
FHIP1B	1859	733	1234	2282	1599	1877	996	2594	2256	2362	1504
HERPUD1	8778	5542	4521	6665	4000	5046	4984	7850	5483	9177	4954
HOMER3	473	467	549	588	318	230	78	196	130	164	200
RAD51	137	188	92	136	102	111	43	74	69	83	36
POLQ	690	361	67	276	501	811	708	1831	756	194	1646
PIK3CB	2422	2255	2336	2367	2136	1734	1644	2625	1872	1144	1658
CYBA	10135	4316	8176	17925	5847	8105	3503	4509	7688	14279	5882
THOC3	537	364	367	422	947	530	415	662	430	571	673
HEBP2	7379	9270	8105	7752	5524	9202	7197	12234	9748	10146	6232
MPHOSPH9	459	195	120	222	572	202	296	614	426	250	390
PLEKHA5	5434	2152	387	1966	3987	2644	4275	10011	3803	2118	7065
PRSS8	1241	1406	7497	3353	1016	1026	337	713	700	788	378
SIKE1	1643	1053	578	848	976	650	890	1723	956	772	941
RRP12	1250	1095	1777	2350	1140	2145	988	2213	1749	2747	1057
FNIP2	1726	925	4759	1946	696	593	1130	2046	629	332	1004
MSMO1	3249	1439	1164	2552	3119	1330	1467	3605	4513	2414	2470
TTC17	3656	2310	992	2299	3235	3523	2325	5522	3687	1984	3267
ALX4	0	0	0	1	6	2	2	48	10	0	4
FSTL4	75	30	18	28	54	50	20	93	48	26	12
FOXN3	4344	2482	1923	2623	2898	2813	3201	4678	2766	2442	4185
METTL24	4	2	6	0	0	6	4	19	3	0	6
AKR7A2	1716	666	278	1561	3484	3235	1659	2907	3182	13111	1516
MRTO4	1226	1053	683	1259	897	1392	683	1668	1266	1864	1125
NNAT	13	78	22	24	6	10	7	20	18	82	8
USE1	540	617	230	557	469	367	267	391	624	1541	284
MCF2L2	100	69	269	204	33	113	74	74	53	25	29
NRIP2	22	27	10	39	16	35	12	21	13	16	10
LAMA3	2298	1994	1130	5150	2546	918	804	1602	870	393	1397
AP5M1	4190	2873	600	1851	2353	1954	2795	5484	2518	1240	2991
ANAPC4	5100	2257	551	1976	3232	2395	3142	6093	5409	1297	3973
KCNQ1	530	279	626	1117	746	1212	514	1043	521	917	812
TRAPPC3	4152	3336	2076	2611	2714	3146	2266	4671	3228	3571	2737
THRAP3	5180	2789	4272	5458	4183	4164	2589	4229	4414	3709	3195
PHPT1	1689	463	568	1367	1341	1536	796	1139	1944	7216	1769
ENTPD2	35	11	53	218	106	88	34	72	109	198	70
LY75	2484	1256	240	2047	1500	1708	2809	7138	3439	1118	3069
ARID4B	5982	3087	2327	5819	2316	1690	3194	6343	3472	1055	3768
OPN3	25	5	61	63	25	1	1	8	7	7	13
SDCCAG8	1007	473	774	824	816	774	841	1859	894	814	1240
PTPRN	0	0	0	17	0	0	0	0	2	2	0
HHAT	696	215	31	486	897	612	480	1012	898	777	606
KIF1B	2571	2007	1926	3388	1423	1235	1010	2325	1776	1503	1200
FOXC1	1026	1652	1138	904	966	1018	1132	1262	1820	858	1104
TBC1D22A	839	630	1237	1847	902	2163	662	1359	1251	3362	749
SYNE2	5930	5101	4178	5669	5890	4138	3535	7829	5235	3185	4785
PLEKHH1	4222	1635	219	1285	3480	3640	2940	7093	2362	798	3699
ATP9A	3729	2252	532	2105	3528	5935	3607	7050	7273	3879	5294
SPO11	0	0	0	0	0	0	0	0	0	0	0
CBLN4	0	0	0	0	0	0	0	0	0	0	0
CHRDL2	4	4	1	2	6	4	2	7	0	2	1
FAM168A	1647	731	593	1193	1381	1349	1012	1775	1019	845	959
RELT	440	261	1507	1670	48	272	57	121	48	40	48
GALC	4147	1432	2168	5391	3269	2908	3864	6879	4711	1969	4279
NOP58	2003	1666	514	1317	1362	757	1120	2348	1257	596	1700
SZRD1	2071	1470	3151	3523	1540	2080	818	1616	1540	3118	1521
KCNH2	5	21	0	6	48	8	20	40	12	14	45
CUL1	2456	2264	1028	2071	2376	2745	1997	3584	2823	3008	2511
FAM114A2	1209	474	332	670	810	499	631	1253	682	246	695
CYFIP2	1713	1197	6933	3304	1033	2085	1395	1927	678	1444	725
TAB2	7039	5275	7787	7308	3354	2532	3127	5203	3232	1685	3779
GINM1	1656	1549	1086	1468	1292	1301	1794	3366	1714	867	1993
EIF2AK2	4391	3031	1248	2849	2715	2734	2971	8410	4046	1133	8870
USP36	919	658	1729	1246	538	1110	513	1118	751	1284	862
KMT2C	6865	3637	2549	4995	3105	3293	3901	8111	2985	1562	3572
MCOLN3	196	400	12	62	176	314	802	968	324	22	632
CCDC85A	4	2	0	0	0	0	0	0	0	0	0
PUM2	14830	5867	5295	7185	9451	7615	10346	20966	10644	4348	12416
MRPL43	2259	1200	607	1590	2073	3190	2073	3681	3213	5115	2158
ITIH4	13	14	6	8	16	21	6	24	15	9	10
ITIH1	0	0	0	0	2	14	0	6	3	2	4
HPF1	1290	749	328	551	879	1067	1251	1974	1360	729	1341
ZFR	8811	5668	1322	3938	4935	2323	4544	8851	5080	2102	5358
ZNF280C	183	106	14	140	93	86	115	262	146	36	159
NPFFR2	0	24	10	0	5	0	2	12	0	0	0
PHF21B	2	2	0	4	6	0	0	2	0	2	18
TRAF1	509	356	2837	2624	347	261	90	364	340	333	209
RC3H2	4115	2906	1334	2038	3058	2437	2900	4985	3744	1678	3265
IL17RB	363	311	56	96	207	201	205	369	167	124	191
TRAF3IP2	1413	1117	1344	1871	1160	1865	878	1595	1367	1341	1249
GYG2	298	118	52	110	193	366	294	487	333	255	338
DCBLD2	3994	1572	219	1744	3058	3634	5118	7949	4472	1998	5667
SERPINB3	52306	21435	12949	34737	53373	21377	14099	18252	7328	6337	32567
SOAT1	4000	2588	1581	4413	3476	1946	4577	9599	5117	2143	4163
PKP2	2934	1662	359	1352	2010	1050	2878	5496	1369	1468	1614
MSH4	19	18	0	24	11	0	0	12	8	8	6
F7	12	6	0	0	2	4	0	18	0	8	8
GDI2	15758	11585	4995	9547	11190	9355	8873	13556	13853	8343	11991
PRDM1	1897	2793	3360	2587	461	467	282	872	779	148	296
ATG5	4194	2609	1108	2585	2576	1860	2527	4962	3107	2380	2898
TMCC3	1698	2322	4184	3028	214	464	76	358	325	60	18
PITHD1	2615	1865	1104	1684	2038	2161	1885	3246	2622	2870	2176
MTA3	1265	805	364	717	1063	1789	954	1774	1336	872	874
USP13	585	143	41	172	577	1058	921	1980	765	898	460
ATP11B	4262	4737	4299	5896	2453	1454	1372	3240	1801	875	2359
LAMC2	3264	3186	4877	15652	8343	4230	2530	5763	5068	4742	3329
CDK14	1471	378	799	929	803	490	935	1508	877	422	1312
SEC61A1	9720	8011	6247	11488	6909	9721	4416	7371	7014	10402	5681
PPP1R12A	4888	3480	2202	4077	1948	1261	1952	3390	2038	874	2477
RASGRF1	65	52	2	40	32	58	48	73	79	61	58
CAMK2B	60	12	4	12	138	15	10	22	18	19	6
CROCC	3994	975	170	4484	6101	4298	4562	11425	7590	8545	7296
POLR3E	2009	1343	360	1088	1504	2101	1862	3700	2265	1647	2145
ATP2B4	6708	3766	1358	4753	5046	4313	4901	9882	6434	2699	5142
ZC3H11A	3	4	19	15	0	0	1	3	0	1	3
RIOK2	1722	1208	247	736	1040	1082	1657	2889	1528	888	1859
YIPF1	4282	3127	2270	3031	3226	4542	2978	4653	4218	2354	3280
NDC1	2339	1920	442	1294	1377	1518	1636	3406	1404	610	2008
DGKG	48	74	50	50	28	168	96	141	73	30	34
FLYWCH1	669	406	370	1194	742	2119	942	1069	834	910	887
UNKL	98	93	219	172	32	114	39	70	30	67	59
TBXAS1	1820	878	3228	4498	350	700	113	261	208	255	66
PARP12	2366	2551	597	1946	1594	2733	1711	5368	3932	1777	6951
ALDH18A1	2935	1364	578	1966	2250	2048	1663	3318	2166	2758	1763
TARBP1	3887	1406	384	1325	2886	5263	3722	10347	4911	911	7630
GATB	916	460	265	579	783	825	637	1144	748	662	771
MXD1	30091	17551	47563	55914	4452	5114	963	2040	2772	1774	1030
CDK17	2188	1424	488	1525	1178	1201	2028	4852	1455	541	2681
DNAJC25	1374	1016	446	799	661	940	708	1313	1016	541	953
SLC2A3	39357	7148	41153	64445	2025	5732	190	186	562	311	58
PSD	102	28	16	189	224	373	126	140	139	712	72
CTDP1	1345	775	1476	2124	784	1461	795	1267	972	1322	809
YBX3	10622	9001	5851	10857	11490	6993	5889	13254	11973	16391	8164
STYK1	1202	1076	477	997	934	906	799	1661	1447	604	932
WNK1	5954	3378	2910	5286	4666	3772	4682	7707	5047	3257	4478
RPS17P5	44	52	0	32	52	28	60	18	22	92	18
CCAR1	6466	5129	1479	3512	4824	2533	6713	10749	3779	3015	4613
OGFR	1956	1160	2997	3337	1210	2185	1188	2302	2381	3124	1939
GNA15	2416	2596	5339	5255	1974	1849	591	1141	1586	3890	994
CREB3L3	6	0	0	0	0	0	0	0	0	0	0
PIGV	1703	661	234	962	1428	1219	1108	2097	1637	905	966
PTPRU	3481	1712	1210	3448	3254	3496	2484	4442	3954	3338	3488
SNRNP40	1630	1216	544	1002	1431	1855	1262	2111	1728	1537	1596
RIMBP2	73	6	0	26	112	127	109	324	70	98	100
COL11A1	0	19	7	4	4	0	0	0	1	0	0
QSER1	2665	1409	468	993	1726	1054	1448	2792	1384	630	1883
MPC1	4012	2553	1128	2515	2883	4287	6511	10304	3280	2908	5937
ACAA1	2330	1216	2478	3432	1848	3467	1894	4026	2199	1890	2271
BCAT1	1385	1730	3927	2507	659	951	390	544	833	287	46
HDAC7	2725	2252	2987	3996	2621	3342	2097	3916	2617	3205	2239
LZTS1	22	42	12	45	8	2	0	6	12	2	32
PRDM6	67	30	22	62	74	52	80	168	120	60	50
WNT8A	0	0	0	0	1	2	0	3	7	0	3
SPAG4	150	53	46	170	192	164	168	312	260	300	196
NCKAP1	11460	9571	3245	6387	7264	4592	7103	14491	6906	3276	10229
MRPS35	4042	2904	766	2245	3087	3080	4043	6733	4170	3348	3929
GUCY1B1	230	50	58	122	294	86	90	299	85	176	212
SFSWAP	1744	1050	1029	1526	1002	2268	1321	2830	2264	1375	1808
TNK2	719	688	939	1966	959	1108	585	2146	1021	1785	1080
MON2	5459	2430	1003	2912	2689	2930	4012	7840	3612	1278	4686
CDH3	2054	2177	1610	3450	2743	2725	395	967	1090	657	1251
ARSF	54	9	0	2	17	8	0	7	4	0	2
