Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Transcription Factor Targets,16,M15183,E12 Q6,,-2.7,3,3.7,30337,265,380,10,2.6,0.82,1003|1788|23327|50619|51422|55182|79990|116988|130497|374655,CDH5|DNMT3A|NEDD4L|DEF6|PRKAG2|RNF220|PLEKHH3|AGAP3|OSR1|ZNF710,-0.66,MyList
DisGeNET,35,C1378703,Renal carcinoma,,-2.7,2.2,3.4,30337,665,380,18,4.7,1.1,240|864|1312|2034|3216|3559|3689|5133|5154|5293|5578|5595|5909|7078|7161|9314|57007|219699,ALOX5|RUNX3|COMT|EPAS1|HOXB6|IL2RA|ITGB2|PDCD1|PDGFA|PIK3CD|PRKCA|MAPK3|RAP1GAP|TIMP3|TP73|KLF4|ACKR3|UNC5B,-0.66,MyList
DisGeNET,35,C0220668,Congenital contractural arachnodactyly,,-2.7,2.3,3.5,30337,559,380,16,4.2,1,240|864|5048|5133|5154|5293|5595|7078|7161|7799|8140|9536|11332|57007|79661|406984,ALOX5|RUNX3|PAFAH1B1|PDCD1|PDGFA|PIK3CD|MAPK3|TIMP3|TP73|PRDM2|SLC7A5|PTGES|ACOT7|ACKR3|NEIL1|MIR200B,-0.66,MyList
DisGeNET,35,C0027831,Neurofibromatosis 1,,-2.7,2.8,3.6,30337,311,380,11,2.9,0.86,2034|2956|3216|4774|4782|4784|5293|5395|5595|6452|6595,EPAS1|MSH6|HOXB6|NFIA|NFIC|NFIX|PIK3CD|PMS2|MAPK3|SH3BP2|SMARCA2,-0.66,MyList
TRRUST,34,TRR01172,Regulated by: RUNX1,,-2.7,7.4,4.7,30337,43,380,4,1.1,0.52,3689|5293|9314|22883,ITGB2|PIK3CD|KLF4|CLSTN1,-0.66,MyList
DisGeNET,35,C2936719,Mechanical Allodynia,,-2.7,2.5,3.5,30337,408,380,13,3.4,0.93,240|1269|1312|1523|3689|4155|5293|5578|5581|5590|5595|55620|57007,ALOX5|CNR2|COMT|CUX1|ITGB2|MBP|PIK3CD|PRKCA|PRKCE|PRKCZ|MAPK3|STAP2|ACKR3,-0.65,MyList
Transcription Factor Targets,16,M14521,GATA2 01,,-2.7,4.6,4.1,30337,105,380,6,1.6,0.64,3216|4035|4774|5048|11078|26468,HOXB6|LRP1|NFIA|PAFAH1B1|TRIOBP|LHX6,-0.65,MyList
Transcription Factor Targets,16,M4215,PAX4 04,,-2.7,3.2,3.8,30337,223,380,9,2.4,0.78,3142|3202|3983|4784|5998|23327|23526|26053|161502,HLX|HOXA5|ABLIM1|NFIX|RGS3|NEDD4L|ARHGAP45|AUTS2|CFAP161,-0.65,MyList
DisGeNET,35,C1314691,Age at menarche,,-2.7,3,3.7,30337,267,380,10,2.6,0.82,105|1759|2956|5799|7799|9228|23030|25862|101928784|101929378,ADARB2|DNM1|MSH6|PTPRN2|PRDM2|DLGAP2|KDM4B|USP49|RORA-AS1|LINC01876,-0.65,MyList
DisGeNET,35,C0202236,Triglycerides measurement,,-2.7,2.3,3.4,30337,563,380,16,4.2,1,1952|2022|2621|3559|3632|4035|4774|5799|7078|7171|8224|9228|23254|57666|80790|119391,CELSR2|ENG|GAS6|IL2RA|INPP5A|LRP1|NFIA|PTPRN2|TIMP3|TPM4|SYN3|DLGAP2|KAZN|FBRSL1|CMIP|GSTO2,-0.64,MyList
DisGeNET,35,C0021841,Intestinal Neoplasms,,-2.7,3.5,3.8,30337,182,380,8,2.1,0.74,2621|5293|5578|5590|5595|5605|9314|79805,GAS6|PIK3CD|PRKCA|PRKCZ|MAPK3|MAP2K2|KLF4|VASH2,-0.64,MyList
DisGeNET,35,C0265219,Miller Dieker syndrome,,-2.7,3.5,3.8,30337,182,380,8,2.1,0.74,1523|2672|3090|3559|5048|5909|10801|63976,CUX1|GFI1|HIC1|IL2RA|PAFAH1B1|RAP1GAP|SEPTIN9|PRDM16,-0.64,MyList
DisGeNET,35,C1956257,Pulmonary Stenosis,,-2.7,4.5,4.1,30337,106,380,6,1.6,0.64,1969|4053|5605|8642|9469|84627,EPHA2|LTBP2|MAP2K2|DCHS1|CHST3|ZNF469,-0.64,MyList
DisGeNET,35,C0271737,Addison's disease due to autoimmunity,,-2.7,7.3,4.7,30337,44,380,4,1.1,0.52,3559|4772|5133|10603,IL2RA|NFATC1|PDCD1|SH2B2,-0.64,MyList
DisGeNET,35,C0238421,Selenium deficiency,,-2.7,7.3,4.7,30337,44,380,4,1.1,0.52,1312|5133|29933|130497,COMT|PDCD1|GPR132|OSR1,-0.64,MyList
DisGeNET,35,C0149931,Migraine Disorders,,-2.7,2.3,3.4,30337,512,380,15,3.9,1,105|1312|2022|2956|3632|4035|4784|5293|5395|7434|23327|26960|51477|63976|65998,ADARB2|COMT|ENG|MSH6|INPP5A|LRP1|NFIX|PIK3CD|PMS2|VIPR2|NEDD4L|NBEA|ISYNA1|PRDM16|ZFTA,-0.64,MyList
Transcription Factor Targets,16,M19129,CREB Q2,,-2.7,3,3.7,30337,269,380,10,2.6,0.82,379|1969|2107|4772|5048|7171|9902|11033|83648|130497,ARL4D|EPHA2|ETF1|NFATC1|PAFAH1B1|TPM4|MRC2|ADAP1|FAM167A|OSR1,-0.64,MyList
Cell Type Signatures,7,M41747,RUBENSTEIN SKELETAL MUSCLE PCV ENDOTHELIAL CELLS,,-2.6,3.2,3.7,30337,225,380,9,2.4,0.78,3315|3983|6196|7171|8519|8553|9314|23353|54345,HSPB1|ABLIM1|RPS6KA2|TPM4|IFITM1|BHLHE40|KLF4|SUN1|SOX18,-0.64,MyList
DisGeNET,35,C0019294,"Hernia, Inguinal",,-2.6,3.2,3.7,30337,225,380,9,2.4,0.78,1312|1855|3339|3955|4774|5048|26053|64359|339983,COMT|DVL1|HSPG2|LFNG|NFIA|PAFAH1B1|AUTS2|NXN|NAT8L,-0.64,MyList
DisGeNET,35,C0205682,Waist-Hip Ratio,,-2.6,2.3,3.4,30337,565,380,16,4.2,1,1523|1609|4053|4330|5493|7326|9516|23051|57584|63976|79026|80790|114818|152877|445815|100996485,CUX1|DGKQ|LTBP2|MN1|PPL|UBE2G1|LITAF|ZHX3|ARHGAP21|PRDM16|AHNAK|CMIP|KLHL29|FAM53A|PALM2AKAP2|PITX1-AS1,-0.64,MyList
Transcription Factor Targets,16,M40799,ZNF584 TARGET GENES,,-2.6,3.5,3.8,30337,183,380,8,2.1,0.74,3187|5578|6886|8140|22883|55229|55620|84256,HNRNPH1|PRKCA|TAL1|SLC7A5|CLSTN1|PANK4|STAP2|FLYWCH1,-0.64,MyList
DisGeNET,35,C0037286,Skin Neoplasms,,-2.6,2.6,3.5,30337,363,380,12,3.2,0.9,864|1269|1969|2052|2956|3339|5771|6382|9314|9536|51477|57007,RUNX3|CNR2|EPHA2|EPHX1|MSH6|HSPG2|PTPN2|SDC1|KLF4|PTGES|ISYNA1|ACKR3,-0.64,MyList
DisGeNET,35,C0940937,precancerous lesions,,-2.6,3,3.6,30337,270,380,10,2.6,0.82,864|1788|2052|3090|3339|4053|5293|7161|10801|23136,RUNX3|DNMT3A|EPHX1|HIC1|HSPG2|LTBP2|PIK3CD|TP73|SEPTIN9|EPB41L3,-0.63,MyList
DisGeNET,35,C0271183,Severe myopia,,-2.6,3.5,3.8,30337,184,380,8,2.1,0.74,1298|2779|4053|6573|7078|7434|54453|84627,COL9A2|GNAT1|LTBP2|SLC19A1|TIMP3|VIPR2|RIN2|ZNF469,-0.63,MyList
Cell Type Signatures,7,M39135,AIZARANI LIVER C39 EPCAM POS BILE DUCT CELLS 4,,-2.6,3.5,3.8,30337,184,380,8,2.1,0.74,1969|1999|3315|7171|7465|56937|79026|647024,EPHA2|ELF3|HSPB1|TPM4|WEE1|PMEPA1|AHNAK|C6orf132,-0.63,MyList
Transcription Factor Targets,16,M16207,AP2 Q6 01,,-2.6,2.9,3.6,30337,271,380,10,2.6,0.82,1788|1952|4330|5209|7022|7071|25862|55182|63976|339983,DNMT3A|CELSR2|MN1|PFKFB3|TFAP2C|KLF10|USP49|RNF220|PRDM16|NAT8L,-0.63,MyList
Transcription Factor Targets,16,M5440,AP1 Q4,,-2.6,2.9,3.6,30337,271,380,10,2.6,0.82,639|1759|1969|5595|6595|8642|51252|79990|256364|389558,PRDM1|DNM1|EPHA2|MAPK3|SMARCA2|DCHS1|FAM178B|PLEKHH3|EML3|FAM180A,-0.63,MyList
Cell Type Signatures,7,M39201,HAY BONE MARROW MONOCYTE,,-2.6,3.2,3.7,30337,227,380,9,2.4,0.78,832|1523|3955|5023|9536|11156|23654|79890|221472,CAPZB|CUX1|LFNG|P2RX1|PTGES|PTP4A3|PLXNB2|RIN3|FGD2,-0.63,MyList
COVID,200,COVID177,Proteome_Stukalov_A549_72h_ORF7A_Up,,-2.6,5.4,4.3,30337,74,380,5,1.3,0.58,115|3632|23499|51343|201176,ADCY9|INPP5A|MACF1|FZR1|ARHGAP27,-0.63,MyList
DisGeNET,35,C0021364,Male infertility,,-2.6,2.3,3.4,30337,516,380,15,3.9,1,1312|1788|2621|3315|5293|5395|6573|6649|23369|55182|56262|64506|119587|285498|342977,COMT|DNMT3A|GAS6|HSPB1|PIK3CD|PMS2|SLC19A1|SOD3|PUM2|RNF220|LRRC8A|CPEB1|CPXM2|RNF212|NANOS3,-0.63,MyList
DisGeNET,35,C0007138,"Carcinoma, Transitional Cell",,-2.6,2.2,3.4,30337,622,380,17,4.5,1.1,1788|1969|2022|2956|4772|5133|5293|5395|5493|6382|8140|9536|11156|51477|55388|119391|153090,DNMT3A|EPHA2|ENG|MSH6|NFATC1|PDCD1|PIK3CD|PMS2|PPL|SDC1|SLC7A5|PTGES|PTP4A3|ISYNA1|MCM10|GSTO2|DAB2IP,-0.63,MyList
TRRUST,34,TRR00290,Regulated by: EZH2,,-2.6,7.1,4.6,30337,45,380,4,1.1,0.52,864|23396|51343|64506,RUNX3|PIP5K1C|FZR1|CPEB1,-0.63,MyList
DisGeNET,35,C0740858,Substance abuse problem,,-2.6,3.5,3.8,30337,185,380,8,2.1,0.74,105|1269|1312|3983|5581|6886|7260|10160,ADARB2|CNR2|COMT|ABLIM1|PRKCE|TAL1|EIPR1|FARP1,-0.63,MyList
DisGeNET,35,C0023485,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,,-2.6,3.9,3.9,30337,145,380,7,1.8,0.69,1788|2022|3216|5293|7161|9314|119391,DNMT3A|ENG|HOXB6|PIK3CD|TP73|KLF4|GSTO2,-0.63,MyList
DisGeNET,35,C0221355,Macrocephaly,,-2.6,2.6,3.5,30337,366,380,12,3.2,0.9,1788|1855|3955|4774|4784|5293|5605|54453|64359|83879|84627|85358,DNMT3A|DVL1|LFNG|NFIA|NFIX|PIK3CD|MAP2K2|RIN2|NXN|CDCA7|ZNF469|SHANK3,-0.63,MyList
DisGeNET,35,C0848558,Hypospadias,,-2.6,2.6,3.5,30337,366,380,12,3.2,0.9,1312|1487|1855|3200|3216|3955|5293|8642|10815|23498|63976|83879,COMT|CTBP1|DVL1|HOXA3|HOXB6|LFNG|PIK3CD|DCHS1|CPLX1|HAAO|PRDM16|CDCA7,-0.63,MyList
Transcription Factor Targets,16,M492,SRY 01,,-2.6,3.2,3.7,30337,228,380,9,2.4,0.78,1677|3142|3983|4774|5293|6886|8642|22883|55182,DFFB|HLX|ABLIM1|NFIA|PIK3CD|TAL1|DCHS1|CLSTN1|RNF220,-0.62,MyList
Transcription Factor Targets,16,M14778,IK2 01,,-2.6,2.9,3.6,30337,273,380,10,2.6,0.82,639|1003|1969|3200|4035|4330|4774|5023|79026|90427,PRDM1|CDH5|EPHA2|HOXA3|LRP1|MN1|NFIA|P2RX1|AHNAK|BMF,-0.62,MyList
DisGeNET,35,C0878500,Intraepithelial Neoplasia,,-2.6,3.4,3.7,30337,186,380,8,2.1,0.74,864|1999|3315|3339|5133|7161|8140|8553,RUNX3|ELF3|HSPB1|HSPG2|PDCD1|TP73|SLC7A5|BHLHE40,-0.62,MyList
DisGeNET,35,C0162285,Edema of eyelid,,-2.6,11,5.2,30337,22,380,3,0.79,0.45,54345|54453|85358,SOX18|RIN2|SHANK3,-0.62,MyList
DisGeNET,35,C4021985,Germ cell neoplasia,,-2.6,11,5.2,30337,22,380,3,0.79,0.45,2956|5395|51343,MSH6|PMS2|FZR1,-0.62,MyList
DisGeNET,35,C4288891,Infant T Acute Lymphoblastic Leukemia,,-2.6,5.3,4.2,30337,75,380,5,1.3,0.58,924|1788|5293|6886|63976,CD7|DNMT3A|PIK3CD|TAL1|PRDM16,-0.61,MyList
Transcription Factor Targets,16,M40809,MYOCD TARGET GENES,,-2.6,2.2,3.4,30337,572,380,16,4.2,1,1487|1788|5595|8019|8553|9612|10804|23327|23499|51422|54965|57153|57224|83648|389337|100874362,CTBP1|DNMT3A|MAPK3|BRD3|BHLHE40|NCOR2|GJB6|NEDD4L|MACF1|PRKAG2|PIGX|SLC44A2|NHSL1|FAM167A|ARHGEF37|HOXB-AS1,-0.61,MyList
DisGeNET,35,C0221354,Frontal bossing,,-2.6,2.7,3.5,30337,321,380,11,2.9,0.86,1487|1855|2314|4784|5048|5605|9319|9469|63976|64359|65250,CTBP1|DVL1|FLII|NFIX|PAFAH1B1|MAP2K2|TRIP13|CHST3|PRDM16|NXN|CPLANE1,-0.61,MyList
DisGeNET,35,C0235752,Port-Wine Stain,,-2.6,6.9,4.5,30337,46,380,4,1.1,0.52,1855|4053|5293|64359,DVL1|LTBP2|PIK3CD|NXN,-0.6,MyList
DisGeNET,35,C0008313,"Cholangitis, Sclerosing",,-2.6,3.4,3.7,30337,188,380,8,2.1,0.74,639|1788|3559|3632|4772|5771|22904|64090,PRDM1|DNMT3A|IL2RA|INPP5A|NFATC1|PTPN2|SBNO2|GAL3ST2,-0.6,MyList
COVID,200,COVID047,RNA_Wyler_Calu-3_12h_Down,,-2.6,3.4,3.7,30337,188,380,8,2.1,0.74,4330|8291|11156|79661|113146|114796|339983|389337,MN1|DYSF|PTP4A3|NEIL1|AHNAK2|PSMG3-AS1|NAT8L|ARHGEF37,-0.6,MyList
Cell Type Signatures,7,M41651,TRAVAGLINI LUNG BASAL CELL,,-2.6,3.4,3.7,30337,188,380,8,2.1,0.74,218|2034|2817|3187|6649|8519|51477|56262,ALDH3A1|EPAS1|GPC1|HNRNPH1|SOD3|IFITM1|ISYNA1|LRRC8A,-0.6,MyList
Transcription Factor Targets,16,M3572,LEF1 Q2,,-2.6,3.1,3.6,30337,231,380,9,2.4,0.78,864|1269|1305|1969|7799|8642|54897|79026|89796,RUNX3|CNR2|COL13A1|EPHA2|PRDM2|DCHS1|CASZ1|AHNAK|NAV1,-0.6,MyList
DisGeNET,35,C0024713,Manic Disorder,,-2.6,5.3,4.2,30337,76,380,5,1.3,0.58,1312|6196|8553|10815|84628,COMT|RPS6KA2|BHLHE40|CPLX1|NTNG2,-0.6,MyList
Transcription Factor Targets,16,M4770,COREBINDINGFACTOR Q6,,-2.6,2.9,3.6,30337,276,380,10,2.6,0.82,1298|2107|3142|3216|4784|5048|5802|10801|23136|23526,COL9A2|ETF1|HLX|HOXB6|NFIX|PAFAH1B1|PTPRS|SEPTIN9|EPB41L3|ARHGAP45,-0.6,MyList
Cell Type Signatures,7,M39021,FAN EMBRYONIC CTX BIG GROUPS BRAIN IMMUNE,,-2.6,3.8,3.8,30337,148,380,7,1.8,0.69,924|3689|8519|9516|23526|51411|147138,CD7|ITGB2|IFITM1|LITAF|ARHGAP45|BIN2|TMC8,-0.6,MyList
DisGeNET,35,C0020473,Hyperlipidemia,,-2.6,2.4,3.4,30337,472,380,14,3.7,0.97,240|1999|2621|3339|3689|4035|5293|5361|6382|23030|26119|79661|342977|376497,ALOX5|ELF3|GAS6|HSPG2|ITGB2|LRP1|PIK3CD|PLXNA1|SDC1|KDM4B|LDLRAP1|NEIL1|NANOS3|SLC27A1,-0.59,MyList
Transcription Factor Targets,16,M30113,PBXIP1 TARGET GENES,,-2.6,2.9,3.5,30337,277,380,10,2.6,0.82,1003|1487|2621|4772|6452|7434|57666|64090|116988|200931,CDH5|CTBP1|GAS6|NFATC1|SH3BP2|VIPR2|FBRSL1|GAL3ST2|AGAP3|SLC51A,-0.59,MyList
DisGeNET,35,C0001973,"Alcoholic Intoxication, Chronic",,-2.6,2.2,3.3,30337,577,380,16,4.2,1,115|886|1003|1269|1312|2052|3339|3983|4155|5293|6533|7799|9228|22997|23174|26053,ADCY9|CCKAR|CDH5|CNR2|COMT|EPHX1|HSPG2|ABLIM1|MBP|PIK3CD|SLC6A6|PRDM2|DLGAP2|IGSF9B|ZCCHC14|AUTS2,-0.59,MyList
DisGeNET,35,C1853237,Isolated cases,,-2.6,4.3,3.9,30337,111,380,6,1.6,0.64,1487|4774|4784|5048|10815|85358,CTBP1|NFIA|NFIX|PAFAH1B1|CPLX1|SHANK3,-0.59,MyList
Transcription Factor Targets,16,M19455,PR 01,,-2.6,3.8,3.8,30337,149,380,7,1.8,0.69,3202|4155|5998|6382|8553|54897|116986,HOXA5|MBP|RGS3|SDC1|BHLHE40|CASZ1|AGAP2,-0.59,MyList
DisGeNET,35,C0085652,Pyoderma Gangrenosum,,-2.5,6.8,4.5,30337,47,380,4,1.1,0.52,639|2672|7078|8224,PRDM1|GFI1|TIMP3|SYN3,-0.59,MyList
DisGeNET,35,C3887875,Visual field defects,,-2.5,6.8,4.5,30337,47,380,4,1.1,0.52,2022|2395|2956|5395,ENG|FXN|MSH6|PMS2,-0.59,MyList
DisGeNET,35,C0158570,Vascular anomaly,,-2.5,6.8,4.5,30337,47,380,4,1.1,0.52,2022|2034|5293|9314,ENG|EPAS1|PIK3CD|KLF4,-0.59,MyList
DisGeNET,35,C0003486,Aortic Aneurysm,,-2.5,2.9,3.5,30337,278,380,10,2.6,0.82,240|1003|1788|2548|7078|9314|9319|23327|54453|130497,ALOX5|CDH5|DNMT3A|GAA|TIMP3|KLF4|TRIP13|NEDD4L|RIN2|OSR1,-0.59,MyList
Transcription Factor Targets,16,M30266,ZNF16 TARGET GENES,,-2.5,5.2,4.1,30337,77,380,5,1.3,0.58,4782|7171|23526|153090|256364,NFIC|TPM4|ARHGAP45|DAB2IP|EML3,-0.59,MyList
Cell Type Signatures,7,M40001,BUSSLINGER ESOPHAGEAL QUIESCENT BASAL CELLS,,-2.5,5.2,4.1,30337,77,380,5,1.3,0.58,1953|4782|8140|8519|22883,MEGF6|NFIC|SLC7A5|IFITM1|CLSTN1,-0.59,MyList
DisGeNET,35,C1654637,androgen independent prostate cancer,,-2.5,3.4,3.7,30337,190,380,8,2.1,0.74,240|5293|5578|5595|7161|56937|63976|406984,ALOX5|PIK3CD|PRKCA|MAPK3|TP73|PMEPA1|PRDM16|MIR200B,-0.59,MyList
DisGeNET,35,C0221357,Brachydactyly,,-2.5,2.7,3.5,30337,325,380,11,2.9,0.86,1855|2314|2817|4053|6595|9469|54453|63976|64359|65250|170691,DVL1|FLII|GPC1|LTBP2|SMARCA2|CHST3|RIN2|PRDM16|NXN|CPLANE1|ADAMTS17,-0.59,MyList
DisGeNET,35,C0024131,Lupus Vulgaris,,-2.5,2.3,3.3,30337,526,380,15,3.9,1,639|1788|2314|2672|3339|3559|3665|3689|5133|5578|6452|7078|9825|10603|83648,PRDM1|DNMT3A|FLII|GFI1|HSPG2|IL2RA|IRF7|ITGB2|PDCD1|PRKCA|SH3BP2|TIMP3|SPATA2|SH2B2|FAM167A,-0.59,MyList
Cell Type Signatures,7,M41697,TRAVAGLINI LUNG EREG DENDRITIC CELL,,-2.5,2.2,3.3,30337,579,380,16,4.2,1,2022|2034|2107|5209|6533|7171|8140|9314|9516|9612|9922|10043|23136|54453|79026|284207,ENG|EPAS1|ETF1|PFKFB3|SLC6A6|TPM4|SLC7A5|KLF4|LITAF|NCOR2|IQSEC1|TOM1|EPB41L3|RIN2|AHNAK|METRNL,-0.59,MyList
DisGeNET,35,C0278764,Adult Burkitt Lymphoma,,-2.5,2.4,3.3,30337,475,380,14,3.7,0.97,240|639|1434|3559|3689|4773|5293|5578|5595|6382|7161|9314|83879|374569,ALOX5|PRDM1|CSE1L|IL2RA|ITGB2|NFATC2|PIK3CD|PRKCA|MAPK3|SDC1|TP73|KLF4|CDCA7|ASPG,-0.59,MyList
DisGeNET,35,C0019284,Diaphragmatic Hernia,,-2.5,5.1,4.1,30337,78,380,5,1.3,0.58,3142|3202|4035|6586|406984,HLX|HOXA5|LRP1|SLIT3|MIR200B,-0.57,MyList
DisGeNET,35,C0278879,Childhood Burkitt Lymphoma,,-2.5,2.3,3.3,30337,477,380,14,3.7,0.97,240|639|1434|3559|3689|4773|5293|5578|5595|6382|7161|9314|83879|374569,ALOX5|PRDM1|CSE1L|IL2RA|ITGB2|NFATC2|PIK3CD|PRKCA|MAPK3|SDC1|TP73|KLF4|CDCA7|ASPG,-0.57,MyList
DisGeNET,35,C0038273,Stereotypic Movement Disorder,,-2.5,3.3,3.6,30337,192,380,8,2.1,0.74,1487|1759|2314|9524|10815|23352|63976|339983,CTBP1|DNM1|FLII|TECR|CPLX1|UBR4|PRDM16|NAT8L,-0.57,MyList
Transcription Factor Targets,16,M3872,MYOGNF1 01,,-2.5,6.7,4.4,30337,48,380,4,1.1,0.52,3200|3216|4774|90427,HOXA3|HOXB6|NFIA|BMF,-0.57,MyList
DisGeNET,35,C0035288,"Reticuloendotheliosis, X-linked",,-2.5,6.7,4.4,30337,48,380,4,1.1,0.52,864|1523|2034|2956,RUNX3|CUX1|EPAS1|MSH6,-0.57,MyList
DisGeNET,35,C1292769,Precursor B-cell lymphoblastic leukemia,,-2.5,2.3,3.3,30337,478,380,14,3.7,0.97,240|1788|3216|3559|3689|5293|6573|7161|9314|11156|26053|51343|119391|374569,ALOX5|DNMT3A|HOXB6|IL2RA|ITGB2|PIK3CD|SLC19A1|TP73|KLF4|PTP4A3|AUTS2|FZR1|GSTO2|ASPG,-0.57,MyList
Transcription Factor Targets,16,M11022,MAZ Q6,,-2.5,3.3,3.6,30337,193,380,8,2.1,0.74,1969|8642|22883|23352|55182|63976|79026|219654,EPHA2|DCHS1|CLSTN1|UBR4|RNF220|PRDM16|AHNAK|ZCCHC24,-0.56,MyList
DisGeNET,35,C0241240,Tall stature,,-2.5,5.1,4.1,30337,79,380,5,1.3,0.58,1788|4784|5048|5395|85358,DNMT3A|NFIX|PAFAH1B1|PMS2|SHANK3,-0.56,MyList
DisGeNET,35,C0030186,Paget Disease Extramammary,,-2.5,5.1,4.1,30337,79,380,5,1.3,0.58,5293|5595|7161|9516|57007,PIK3CD|MAPK3|TP73|LITAF|ACKR3,-0.56,MyList
Cell Type Signatures,7,M41678,TRAVAGLINI LUNG PERICYTE CELL,,-2.5,4.2,3.9,30337,114,380,6,1.6,0.64,639|6196|9828|10160|23180|79652,PRDM1|RPS6KA2|ARHGEF17|FARP1|RFTN1|TMEM204,-0.56,MyList
DisGeNET,35,C0016667,Fragile X Syndrome,,-2.5,3.3,3.6,30337,194,380,8,2.1,0.74,2395|3339|5293|5595|5725|22883|26960|64506,FXN|HSPG2|PIK3CD|MAPK3|PTBP1|CLSTN1|NBEA|CPEB1,-0.56,MyList
DisGeNET,35,C0598935,Tumor Initiation,,-2.5,2.2,3.3,30337,533,380,15,3.9,1,864|1523|1969|2314|3202|3315|5133|5293|5578|5595|6382|9314|9825|57007|57585,RUNX3|CUX1|EPHA2|FLII|HOXA5|HSPB1|PDCD1|PIK3CD|PRKCA|MAPK3|SDC1|KLF4|SPATA2|ACKR3|CRAMP1,-0.56,MyList
DisGeNET,35,C2936783,"Colorectal cancer, hereditary nonpolyposis, type 1",,-2.5,10,5,30337,24,380,3,0.79,0.45,2052|2956|5395,EPHX1|MSH6|PMS2,-0.56,MyList
DisGeNET,35,C4054546,Melanocortin 4 Receptor Deficiency,,-2.5,10,5,30337,24,380,3,0.79,0.45,5395|26053|54965,PMS2|AUTS2|PIGX,-0.56,MyList
DisGeNET,35,C4552000,Episodic Kinesigenic Dyskinesia 1,,-2.5,3.7,3.7,30337,153,380,7,1.8,0.69,1312|1523|5293|5578|5595|6886|54897,COMT|CUX1|PIK3CD|PRKCA|MAPK3|TAL1|CASZ1,-0.56,MyList
DisGeNET,35,C0149630,Bicuspid aortic valve,,-2.5,3.7,3.7,30337,153,380,7,1.8,0.69,2022|5595|6649|7078|9469|54961|64359,ENG|MAPK3|SOD3|TIMP3|CHST3|SSH3|NXN,-0.56,MyList
DisGeNET,35,C0041696,Unipolar Depression,,-2.5,2.1,3.2,30337,641,380,17,4.5,1.1,886|1269|1312|1434|1523|3559|3665|4035|5209|5595|6586|6886|8553|23051|202333|339983|342977,CCKAR|CNR2|COMT|CSE1L|CUX1|IL2RA|IRF7|LRP1|PFKFB3|MAPK3|SLIT3|TAL1|BHLHE40|ZHX3|CMYA5|NAT8L|NANOS3,-0.56,MyList
Transcription Factor Targets,16,M12520,SOX9 B1,,-2.5,3,3.5,30337,238,380,9,2.4,0.78,3339|4155|4784|5998|6886|7465|26468|65244|89796,HSPG2|MBP|NFIX|RGS3|TAL1|WEE1|LHX6|SPATS2|NAV1,-0.56,MyList
Transcription Factor Targets,16,M15061,HAND1E47 01,,-2.5,2.8,3.5,30337,284,380,10,2.6,0.82,3216|3983|4773|5595|5753|6586|8553|25862|65250|79652,HOXB6|ABLIM1|NFATC2|MAPK3|PTK6|SLIT3|BHLHE40|USP49|CPLANE1|TMEM204,-0.55,MyList
Transcription Factor Targets,16,M2958,GATA1 05,,-2.5,2.8,3.5,30337,284,380,10,2.6,0.82,3090|3200|3216|5154|23369|26468|54897|55684|161882|389337,HIC1|HOXA3|HOXB6|PDGFA|PUM2|LHX6|CASZ1|RABL6|ZFPM1|ARHGEF37,-0.55,MyList
DisGeNET,35,C2349952,Oropharyngeal Carcinoma,,-2.5,4.2,3.8,30337,115,380,6,1.6,0.64,2052|5133|5293|7161|23136|406984,EPHX1|PDCD1|PIK3CD|TP73|EPB41L3|MIR200B,-0.55,MyList
Transcription Factor Targets,16,M9852,CHOP 01,,-2.5,3,3.5,30337,239,380,9,2.4,0.78,639|2107|3202|3983|5493|8553|22997|55182|79026,PRDM1|ETF1|HOXA5|ABLIM1|PPL|BHLHE40|IGSF9B|RNF220|AHNAK,-0.55,MyList
DisGeNET,35,C0341858,Endometriosis of uterus,,-2.5,3.6,3.7,30337,154,380,7,1.8,0.69,240|1269|1312|1523|1788|5293|5595,ALOX5|CNR2|COMT|CUX1|DNMT3A|PIK3CD|MAPK3,-0.55,MyList
DisGeNET,35,C1333064,Classical Hodgkin's Lymphoma,,-2.5,2.8,3.4,30337,285,380,10,2.6,0.82,639|3315|5133|5293|6382|7078|9314|9825|10801|51477,PRDM1|HSPB1|PDCD1|PIK3CD|SDC1|TIMP3|KLF4|SPATA2|SEPTIN9|ISYNA1,-0.55,MyList
DisGeNET,35,C0011884,Diabetic Retinopathy,,-2.5,2.1,3.2,30337,644,380,17,4.5,1.1,1003|2022|2779|3315|4035|5293|5578|5590|5595|6382|6649|7078|51477|55620|58504|63976|406984,CDH5|ENG|GNAT1|HSPB1|LRP1|PIK3CD|PRKCA|PRKCZ|MAPK3|SDC1|SOD3|TIMP3|ISYNA1|STAP2|ARHGAP22|PRDM16|MIR200B,-0.55,MyList
